Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77345,,1,,2,,1,,,,1,1,,,1,,,2,,1,,4,1,2,6,,,,,,1,,,2,2,,,,,1,,,,,,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,19,5,15,,4,,,2,,3,,1,,1,,2,,,119
77346,2,,,1,2,1,2,,,,2,,2,5,3,1,4,,2,,2,1,6,5,,,,,1,1,,,2,5,,,,,1,,,,,,1,3,1,,1,,,,1,2,,1,,,,,,,,,,,,5,,,3,,,,,,72,20,13,30,,1,2,,1,,1,,,,,,1,,,210
77351,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,4,1,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,4,,,,,1,,,,,1,,,,,,,,26
77354,,,,1,,,1,,,,3,1,2,5,,,2,,,,6,1,5,5,,,,,,3,,,6,3,,,1,,,,,,,,1,2,,,1,,,,,1,,,,,,,,,,,,,,1,,,2,1,1,,,,45,18,11,19,,,1,,,,5,,,,,,,,,154
77355,,,,1,,,,,,,1,,,,,,1,,,,6,,8,2,,,,,,,,,6,1,,,1,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,6,,,,1,1,,,,19,9,4,6,,,3,,,,,,1,,,,,,,82
77356,,,,2,,,1,,,,4,,1,3,1,,2,,,,2,,2,1,,,,2,,1,,,7,3,,,1,,,,,,,,,5,,,1,1,,,,1,,,,1,,,,,1,,,,,2,,,1,,4,1,,,39,21,17,18,,,2,,1,,,1,,,,1,1,,,152
77357,,,,,,,,,,1,,,,1,,,,,1,,,,5,,,,,,,,,,3,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,10,2,1,4,1,,2,,,,,,,,1,,,,,37
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,1,,,,6
77360,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,5
77362,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,,,,4,3,3,3,,,,,,,,,,,,,,,,21
77363,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77365,,,,,,,1,,,,1,,,1,,1,,,,,2,1,4,1,,,,,,2,,,2,1,,,,,,,1,1,,1,1,5,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,27,7,6,9,,,1,,2,,,,,,,,1,,,84
77371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
77372,,,,,,,,,,,,,,,1,,,,,,3,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,1,,,,,,,,,,,,,14
77373,1,,,,,,,,,,1,,2,1,,1,2,,1,,3,,8,2,,,,4,,2,,,5,1,,,1,,,,,,,,,3,,,1,,,,,,,,,,1,,,,,,,,,5,,,,,,,,,24,10,6,11,,1,8,,,1,2,,,,,,1,,,109
77375,,,,3,,,1,,,,6,,1,3,1,2,3,,,,7,,8,2,,,,1,,1,,,3,,,,,,2,,,,,,,8,,,1,1,,,,1,,,,2,,,,,1,1,,,,12,,,1,,2,,,,68,19,23,44,,1,1,,,,3,,,,1,2,3,,,239
77377,,,,1,,,,,,1,3,,1,3,,,,,2,,,,13,2,,,,,,,,,4,1,,,,,2,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,1,,6,,,,1,1,,,,52,16,9,27,,,5,,2,,,,,,,,3,,,159
77378,,,,,,,,,,,,,,1,,1,2,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11,2,1,1,,,1,,,,,,,,,,,,,28
77379,1,,,4,,1,1,,,5,4,2,2,7,5,1,3,,2,,6,1,19,14,,,,,,,,,8,6,,,,,3,,1,,,,2,9,,,1,,,,,1,,,,,,1,,,1,,,,,10,,,3,5,3,1,,,130,57,25,53,,,10,,2,1,3,,,,,1,2,,,417
77380,1,,,,,,,,,2,2,,3,5,2,,2,,,,2,,10,5,,,,1,,,,,3,3,,,1,,,,,,,,1,2,,,,,,,,2,,1,,1,,,,,,,,,,4,,,7,,5,,,,64,41,15,27,,,6,,1,,2,,,,,1,3,,,225
77381,1,,,1,2,,1,,,1,1,,3,,2,3,6,,,,1,1,15,6,,,,2,,,,,5,2,,,2,,5,,,,,,1,4,,,1,,,,3,,,,,1,,1,,,2,,,1,,10,,,4,,4,3,,,91,44,23,53,,1,5,1,2,,2,,,,1,2,5,,,325
77382,,,,5,,1,,,,3,7,,2,5,4,3,4,,,,6,1,5,9,,,,,,3,,,3,4,,,2,,1,,,,,2,1,5,,,2,,,,2,,,,,,,,,,1,,,,,13,,,3,1,8,,,,135,44,26,63,,2,9,,1,,5,,,,,3,1,,,395
77384,,,,1,,,1,,,,,,,1,1,,,,,1,1,,2,4,,,,,1,1,,,2,3,,,,,3,,,,,1,,2,,,,1,,,,1,,,,,,,,,1,,,,,4,,,2,,,,,,56,15,6,21,1,1,2,,1,,1,,,,,,,,,138
77385,,,,,,,,,,,,,,3,,2,,,,,1,1,4,5,,,,,,,,1,5,3,,,,,1,,,,,,,2,,1,1,,,,,,,,,,,,,,,1,,,,4,1,,,,,,,,41,7,3,14,,,1,,2,1,,,,,,,,,,105
77386,,,,1,,1,1,,,5,5,,2,3,2,3,2,,2,,6,1,22,99,,,,,1,3,1,,5,11,,,,,4,,,,,1,,8,,7,,1,,1,,2,,,,1,,,,,,,,,,19,,1,3,,3,1,,,106,47,18,46,,,6,,2,,1,1,1,,,1,3,,,460
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77388,,,,3,,,,,,5,1,,1,3,1,,3,,1,,4,1,8,3,1,,,1,,2,,1,3,2,,,,,1,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,3,,3,,,,1,,,,,46,14,10,21,,1,4,,,,1,,,,1,2,,,,156
77389,,,,4,,2,,,,2,2,1,1,1,2,1,2,,1,,5,,5,10,,,,2,,,,,4,4,,,,,2,,1,,,,,3,,,,,,,,1,,,,1,,1,,,1,,,1,,6,,,8,3,8,,,,105,30,20,43,,,4,,1,,3,,1,,1,3,1,,,297
77393,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77396,1,,,1,,,,,,,3,,,3,1,,3,,1,,6,,5,2,,,,,,,,,8,1,,,,,,,,,,,,2,,,,,1,,,3,,,1,,,,,,,,,,,4,,,1,1,,,,,42,6,5,10,,,1,,,1,2,,,,1,,,,,116
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,1,,1,,3,,3,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,1,,2,,,4,,2,,,,,,,,,,,30
77401,,,,8,1,1,1,,,,6,,2,4,1,2,8,,,,6,,11,7,,,,1,,,,,2,1,,,,,2,,,,,,1,2,,,,,,,,,,,,,1,,,,,,1,,,7,,,7,,13,,,1,106,111,41,45,,,4,,1,,,1,,,2,,9,,,417
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,2,,,4,,,2,,,2,1,1,1,3,1,1,4,,1,,4,,15,8,,,,2,,3,,1,6,7,,,,1,2,,,,,,,,,1,,,,1,,3,,1,,,,,,,,,,1,,10,2,,3,,6,,,,102,30,30,53,,2,1,,3,,2,,1,,,1,1,,,326
77407,,,,4,,2,1,,,3,1,,4,4,4,2,2,,,,5,,17,8,,,,,,1,,1,4,3,,,,,4,1,,,,,,5,,3,,,1,,,4,,1,,,,1,,,,,,,,16,,,1,1,2,2,,,160,55,25,100,,1,3,,2,1,5,,,,2,1,3,,,466
77414,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,,,,1,,,,,,,,,,,,,13
77417,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6,2,,2,,,2,,1,,,,,,,,,,,16
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,11
77423,,,,,,,,,,,2,,,,,,,,,,1,,2,3,,,,,,,,,2,,,,,,1,,,,,,,2,,1,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,12,2,1,5,,,,,,,1,,,,,,,,,41
77426,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,1,,,,,,,,,,,6
77429,,1,,4,,1,,,,2,5,,2,3,1,,3,1,1,,5,,6,4,,,,,1,5,,,16,4,,,,,3,,,,,2,2,9,1,,,,1,,,1,,,,1,,,,,,,,,,12,1,,1,5,7,,,,136,51,15,56,,,3,,1,1,3,1,,,1,,2,,,381
77430,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,6,,2,,,,4,8,2,7,5,4,3,9,,,1,9,,17,11,,,1,,1,,,,7,10,,1,,,6,,,,,,,8,,1,,,,,,3,,,3,,,1,,,,1,,2,,16,,,,5,5,,,,184,64,45,95,,3,2,,2,,6,,,,2,1,7,,,570
77434,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,5
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,1,,,,,,,,,,,,,8
77441,,,,1,,1,1,,,2,,,,4,1,,2,1,,,2,,5,5,,,,,,,,,3,6,,,,,3,,1,,,,,3,,,,,,,,2,,,1,,,,,,,,,,,4,,,,2,2,1,,,63,18,12,36,,1,1,,,,2,,,,,2,3,,,191
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,1,,,,,1,,,,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,15
77447,,,,1,,,,,,,,,,2,,,,,,,1,,2,3,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,16,3,2,9,,,1,,,,,,,,,,,,,44
77449,,1,,1,,,,,,3,2,1,3,,1,2,1,,,,9,,14,1,,,,1,1,3,1,2,9,3,,,,,3,1,,2,,,,7,,1,2,,,,,,,,,,,1,,,,,,3,,7,,,,,,2,,,67,12,5,17,,2,4,,,,4,,,,,1,,,,200
77450,,,,2,,,4,,1,1,2,1,4,3,3,,4,,,,9,1,19,8,,,,,,3,,,6,,,,,,6,1,,,,,1,3,,5,,,,,,3,,,1,,,,,,1,,,,,11,,,3,3,1,,,,111,42,15,42,,1,4,,2,,3,,,,1,2,,,,333
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,9,1,,1,,,6,8,2,4,5,6,,8,,1,,8,,18,12,,,,,2,4,,,8,12,,,1,,7,,,2,,,,10,1,3,,,,1,,1,,3,1,2,,,,,1,,,,,23,,,3,1,10,,,,190,71,38,83,,2,7,,3,1,4,,1,,1,2,4,,,594
77461,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,,,,,,,,,,,10
77465,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
77469,,,,4,,,1,,,,2,2,,1,2,1,4,,1,1,5,,4,7,,,,1,,4,,,3,2,,,,1,2,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,2,,10,,,2,1,4,1,,,90,28,15,40,,4,1,,,1,1,,,,,,8,,,259
77471,,,,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,1,,,,1,,,,,1,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,12,6,1,7,,,,,,,,1,,,,,,,,44
77474,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,1,,,12
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
77477,,,,,,,1,,,1,1,1,,2,,1,,1,,,2,1,5,1,,,,,,,,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,7,,,,,1,2,,,34,16,6,21,,,3,,,,1,,,,,,,,,116
77478,,,,2,1,,,,,,1,,3,1,3,,3,,1,,3,1,9,5,,2,,,1,1,,,2,2,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,1,2,,,,66,33,22,35,,,8,,,,,,,,,,,,,223
77479,1,1,,15,,3,2,,,4,4,1,3,11,10,3,9,,,,8,2,25,21,,,,,,5,,1,8,10,,,,,14,,,,,,1,12,,1,,,1,,1,2,,2,1,2,,1,,,1,1,,2,,29,2,,9,5,21,,,,449,185,120,207,,3,9,,4,1,11,1,,,3,1,8,,,1257
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,7
77481,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77484,,,,,,,,,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,3,,,,,,,,,,,,,14
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,,,,,,,,,,,,,,,,7
77488,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,1,,,,,,,,,,,,,13
77489,1,,,,,,,,,1,1,,,1,1,,,,,,,,3,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,9,2,1,1,,,2,,1,,1,,,,,,,,,33
77493,,,,8,,2,,,,1,3,,3,3,1,,4,,1,1,9,,7,7,,,,,,2,,,4,5,,,,,1,,,,,1,,5,,,,,,1,,1,,,1,,,,,,,,,1,,8,,,,2,,,,,63,13,11,34,,2,6,,3,1,3,,1,,,2,4,,,225
77494,2,1,1,10,1,1,2,,,7,11,1,3,5,4,4,12,,1,1,18,,25,22,,,,2,1,7,,,5,7,,,,,10,,,,,2,4,15,,1,2,,,,,8,,1,,1,,1,,,,3,,1,,18,2,,12,6,10,1,,,320,97,65,156,,3,6,,1,,10,2,,,1,3,9,,,925
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,,,,,,,2,1,2,2,,3,,4,2,,,4,1,5,6,,,,,,2,,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,19,,,3,,3,,,,86,29,12,39,,3,6,,3,,1,,,,,,,,,245
77502,,,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,3,2,,,,1,,,,,,,,,,,,,,14
77503,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,10
77504,,,,,,,,,,,,,,,,,2,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,3,3,1,1,,,2,,,,,,,,,,1,,,20
77505,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,,,,7,5,2,5,,9,,,,,,,,,,,,,,38
77506,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,8
77507,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
77510,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,1,,1,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,14
77511,,,,1,,,,,,2,1,,1,,,,,,,,3,1,6,5,,,,1,,,,,,,,,,,1,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,9,4,2,1,,,4,,,,,,,,,,,,,51
77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
77515,,,,,,,,,,1,,1,,,,,,,1,,,,4,1,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,10,4,2,,,,,,,,,,,,,,1,,,31
77517,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,1,,,1,,,,,,,,,,,,,,12
77518,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,10
77519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77520,,,,,,,,,,,,,1,,,,1,,,,,1,3,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,5,,1,1,,,,,,,,,,,,,,,,19
77521,,,,,,,,,,3,,,,,,,,,,,1,,7,2,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,18,5,5,9,,,1,,,,,,,,,,,,,59
77522,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77523,,,,,,,,,,,,,,,,,,,,,1,,4,2,,,,,,3,,,1,1,,,1,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,,25,3,2,8,,,,,,,,,,,1,,,,,58
77528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77530,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,3,,2,,,,,,,,,,,,,,,,17
77531,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,14
77532,,,,,,,,,,1,,,,2,,,,,,,,,2,3,,,,,,,,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,11,1,,6,,,,,,,,,,,,,,,,36
77533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77534,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4
77535,,,,,,,,,,,,,,,,,1,,,,,,4,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,8,,2,1,,,,,,,,,,,,,,,,24
77536,,,,,,,,,,1,,,1,2,,,,,,,,,5,3,,,,,,1,,,2,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,13,2,2,4,,,1,,,,2,,,,,,,,,48
77539,,,,,,,,,,,,,2,2,,,2,,1,,2,,4,2,,,,,,2,,,3,2,,2,,,2,,,,,1,,2,,,1,,,1,,,,,1,,,,,,,1,,,,1,,,,,,2,,,18,10,3,3,1,,1,,1,,1,,,,,,,,,74
