Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,2,1,2,,,1,,,,,,,,,,,,,,23
75104,1,,,2,,,,,,3,3,,2,1,,3,,,1,1,3,,2,1,10,2,,,,3,,6,,,,4,3,,,,,1,,1,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,5,1,,3,2,5,,2,,,,45,29,11,16,1,,6,,,,,,,,,,,1,,,184
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,1,,,,,,,,,1,,,,,15
75110,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,,14
75114,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,11
75115,1,,,2,,,1,,,2,2,,1,2,,1,,,4,,,,5,,12,3,,,,1,1,,,1,,5,2,,,,,1,,,,,,,,,2,2,,,,,,,1,,,,,,1,2,,1,1,,,,,,,,,1,,,1,1,1,,,,,,31,19,4,14,,,1,,,,2,1,,,,1,,1,,,135
75116,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,3,2,,3,,,,,,,,,,,,,,,,,15
75117,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
75119,,,,,,,,,,,1,,,,,,,,,,,,1,,3,1,,,,1,,,,,,2,2,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11,2,4,1,,,1,,,,,,,,,,,,,,36
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,8
75126,,,,1,,1,1,,,5,1,,2,6,,1,,,3,,2,1,10,,20,4,,,,2,,1,,1,,12,8,,,,,2,,,2,,,,,,1,8,1,1,1,1,,,,,2,,,,,2,,,,1,,,,,,,,10,,,2,,1,,,,,,84,28,5,29,,1,7,,1,,2,,,,,,,4,,,278
75127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75132,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75133,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,,,1,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,4,2,2,,1,,,,,1,,,,,,,,,,23
75135,,,,,,,,,,1,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,3,2,2,,,1,,,,,,,,,,,,,,27
75137,,,,,,,1,,,1,,,,,,,,,1,,,,2,,6,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,14,6,4,2,,,1,,1,,,,,,,,,,,,47
75140,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,8
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,4
75142,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,7,,1,2,,,2,,,,,,,,,,,,,,23
75143,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,3,,1,,,3,,,,1,,,,,,,,,,25
75144,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,7
75146,,,,,,,,,,,1,,1,2,,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,11,4,1,1,,,1,,,,,,,,,,,,,,32
75147,,,,,,,,,,,,,,,,1,,,,,,,2,,3,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,,,1,,3,,7,,7,,,,,2,,1,,,,3,,,,,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,,13,3,2,5,,,,,,,1,,,,,,,,,,61
75150,,,,1,,1,,,,,4,,1,3,,1,,,,,1,,2,,8,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,16,4,,7,,,2,,2,1,,,,,,,,,,,69
75152,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,1,,,,,,,,,,,,,,12
75154,,,,,,,,,,2,3,,2,,,4,,,,,2,,,,10,1,,,,,1,3,,,,4,3,,,,,,,1,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,,,1,,5,1,,,,,,1,,,,34,11,2,10,,,5,,,,1,,,1,,,,1,,,116
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75156,,,,1,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,4,1,1,,,,1,1,,,,,,,,1,1,,,27
75158,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
75159,,,,2,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,11,6,,1,,,,,,,1,,,,,,,,,,29
75160,1,,,,,,,,,,,,,,,1,,,,,,,4,,5,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,3,7,1,3,,,1,,,,1,,,,,,,,,,36
75161,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,8
75163,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5
75165,,,,1,,,1,,,2,,,,1,,2,,,1,,2,,10,,8,1,,,,,,,,,,3,1,,,,,,,,,,,,,,,4,,2,2,,,1,,,,,,,,,2,,,,,,,1,,1,,6,,,,,1,1,,,,,34,12,3,18,,,5,,,1,2,1,,,,,,1,,,131
75166,1,,,,,,,,,,1,,,,,,,,1,,,,2,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,9,3,1,3,,,1,,,,,,,,,,,1,,,30
75167,,,,,,,,,,,,,,,,,,,1,,,,2,,2,1,,,,,,1,,,,2,1,,,,,,1,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,21,7,,4,,,2,,1,1,,,,,,,,1,,,56
75169,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,,,,,,3,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,1,,2,,,,,1,,,,,,,,,,,,23
75172,,,,,,,,,,1,,,2,1,,,,,1,,1,,1,,15,,,,,1,,,,,,3,2,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,11,7,2,7,,,2,,,,,,,,,,,1,,,67
75173,,,,,,,,,,,1,,,,,,,,,,,,3,,3,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,,18
75180,,,,,,,,,,,,1,,,,,,,,,,,2,1,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,,18
75181,,,,,,,,,,1,1,,,,,,,,,,,,1,1,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,2,4,,,1,,1,,,,,,,,,1,,,45
75182,,,,,1,1,,,,,2,,,,,,,,,,,,1,,4,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,1,,,,,,,,,,,4,,,,1,1,,,,,,32,11,5,14,,,,,,,,,,1,,,,,,,86
75189,,,,,,,,,,,1,,,,,1,,,,,1,,5,1,7,3,,,,2,,1,1,,,4,8,,,,,1,,,,,1,,,,,5,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,,,,40,12,3,20,,,4,,,,1,,,,,1,,,,,133
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
75201,2,1,,4,2,2,3,,,3,9,,4,5,,3,,,1,,1,,4,,6,15,,,1,4,1,,,,,4,5,,,1,,1,,,1,,,,,,,102,1,,,,,,1,,1,,,,,,2,,,,,,1,,,,,13,3,,6,2,10,,2,,,,108,60,18,37,,1,6,,1,,1,,,,,1,2,1,,,463
75202,,,,,,1,1,,,,2,,2,,,1,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,3,1,2,,,,,,33,17,1,5,,,,,1,1,,,,,,,1,,,,80
75203,,,,,,,,,,,,,1,,,,,,1,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,10,1,2,8,,,,,,,,,,,,,,,,,32
75204,,,,4,,3,5,,,5,5,,4,6,,2,,,5,,1,,4,,10,2,,,,1,2,2,,,,4,6,,,,,4,,,,1,,,1,,1,9,,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,7,3,,3,3,6,1,1,,,,165,63,21,77,,1,8,,3,,5,,1,,,,6,2,,,471
75205,,,,10,2,,7,,,1,7,2,1,2,,3,,,9,,2,,3,,6,2,,,,2,,1,,,,1,5,,,2,,1,,1,,,1,,,,1,5,,,1,1,,,1,2,1,,1,1,1,,1,1,,1,,,,1,,1,,5,1,,12,6,27,2,1,,,,107,131,50,50,1,,3,,2,,2,,,,,2,5,3,,,501
75206,,1,,11,3,3,3,,,4,5,,3,3,,1,,2,4,,,,5,,8,4,,,,2,,5,,,,1,5,,,1,,3,,,,,,,,,,11,,,2,,2,1,,,,1,,,,,,2,,,,,2,1,,,,8,3,,3,3,4,2,1,,,,176,48,15,78,,2,7,,1,1,2,1,,1,,4,1,7,,,467
75207,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,,,13,7,1,1,,,,,2,,,,,,,,,,,,35
75208,,1,,2,,2,1,,,1,3,,6,4,,2,,1,8,,,1,4,,9,4,,,,2,,3,,,,1,2,,,,,2,,,,1,,,,,1,3,,1,1,1,,,,,1,1,,,,,,,,,,,,4,,,,8,1,,2,,3,,2,,,,74,25,7,35,,2,8,,4,,2,,,,,1,2,4,,,253
75209,1,,,9,1,1,3,,,1,4,1,3,3,,,1,1,6,,,,1,,3,2,,,1,,,,,,,1,2,,,1,,,1,,,,,,,,2,2,,,,1,,,,,1,,,,,,2,2,,,,,1,,,,,2,,1,6,5,5,,1,,,,53,50,27,37,,1,2,,,,1,,,,,1,3,4,,,257
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,4
75211,,,,1,,,1,,,2,,,,1,,2,,,,,,,,1,4,,,,,3,,,,,,3,,,,,1,,,,,,1,,,,,2,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,18,6,3,10,,,1,,,,2,,,,,1,,,,,72
75212,,,,,,,,,,1,1,,1,,,1,,,2,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20,1,1,10,,,1,,,,1,,,,,2,,,,,50
75213,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,10,1,5,4,,,1,7,,7,9,,1,,2,9,,,,7,,12,8,,,,7,,4,,,,6,7,,,,1,6,,2,,,,,,,3,5,,1,2,3,,2,,,1,1,,,1,,,,,,,,,,,1,,10,,,5,5,7,1,1,1,,,132,87,30,69,,,6,1,6,2,6,,2,,,3,6,11,,,529
75215,,,,1,,,,,,,1,,,1,1,3,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,16,1,1,5,,1,1,,,,,,,,,,,2,,,47
75216,,,,,,,,,,1,,,2,,,,,,,,,,1,,1,,,,,1,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,5,1,2,1,,,,,,,,,,1,,,,,,,30
75217,,,,1,,,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,1,,4,,,,,,,,,,,11,1,1,1,,,,,,1,,,,,,,,,,,32
75218,3,,,4,,,3,,,,2,,2,5,,,,,4,,1,2,6,1,11,3,,,,2,,,1,,,4,3,,,,,2,1,,,,1,,,,,4,,,3,2,,1,1,1,1,,,,,,,,,,,,,1,,1,,5,2,,5,,3,,2,,,,63,30,7,31,,1,9,,1,1,4,,,,,1,1,6,,,248
75219,2,,,7,3,3,7,,,5,4,1,10,9,,3,,1,4,,,2,6,,7,1,,,,3,,1,,,,4,4,,,,1,1,,1,,,,,,,1,6,,,1,,,,,,,,,,,,,,,,,,1,3,,1,,5,2,,6,2,8,,1,,,1,145,64,15,59,,,4,,4,1,4,,,,,5,,1,,,430
75220,1,1,,2,4,3,2,,2,1,1,,,,,,,1,4,,,1,5,,4,1,,,1,,,1,,,,,1,,,,,3,,,,,,,,,2,4,,,,,,,,,,,,,,,2,1,,,,,1,,,,,2,,,6,2,9,1,,,,,42,56,24,26,,1,3,,,,,,,1,,,2,3,,,227
75223,,,,2,,1,1,,,,2,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,1,,,,,,11,1,2,7,,,,,1,,,,,,,,,,,,38
75224,,,,2,,,,,,,,,2,,,,,,,,,,1,,2,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,,14,3,,2,,,1,,,,,,,,,,,,,,40
75225,,1,,8,,3,6,,,2,3,,,2,,,1,4,8,,,,3,,6,4,,,,,,1,1,,1,,1,,,1,,,,,,,,,,,3,2,,,,,,,,,3,,1,,1,,2,,,,,,1,,,,,1,2,,9,10,21,,,,,,75,133,60,56,1,,,,1,,2,,,,,1,1,7,,,449
75226,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,18,3,1,10,,,,,,,1,2,,,,,,,,,44
75227,,,,,,,,,,,1,,,3,,,,,2,,,,1,,1,2,,,,1,,1,,,,6,3,,,,,,,,,1,,,1,,,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,20,7,,4,,1,4,,,,1,,,1,,,1,,,,72
75228,,,,2,1,,,,,,1,,4,3,,,,,2,2,1,,4,1,11,1,,,,5,,1,,,1,1,2,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,12,1,,,2,,,2,,,,29,7,,20,,,4,,4,,1,1,,1,,2,,2,,,135
75229,1,,,8,2,2,2,,,5,4,,3,3,,,,3,6,,,,8,,14,5,,,1,3,,,,,,1,3,,,,,2,,,,,,,,,1,4,,,,,,1,,,,1,,,,,1,1,,,,,,,,1,,5,2,1,2,3,11,,,1,,,76,80,36,49,,1,2,,3,,1,,1,3,,2,3,2,,16,386
75230,2,,,10,,7,3,,1,2,7,,2,3,,3,,3,8,,,,13,,7,4,,,1,,,1,,,,1,6,,,1,,4,,,,,1,1,,,1,1,,1,1,,,,1,1,3,1,,,,1,2,,1,1,,,,1,,2,,7,2,1,18,5,19,1,,,,,122,120,61,72,,1,4,,1,,,,,,,5,6,10,,,564
75231,,,,2,,,,,,,1,,3,1,,,,,1,,,,2,,7,2,,,,,,1,,,,1,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,5,,,3,2,1,,,,,,47,23,8,24,,1,,1,,,3,,3,,,,,4,,,153
75232,,,,,,,,,,,1,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,,12,1,1,2,,,1,,,,,,,,,,,,,,32
75233,,,,,1,,,,,,1,,,,,,,,,,,,1,,3,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,,,6,1,1,3,,,1,,,,1,,,,,,,,,,28
75234,,,,2,1,,3,,,1,2,,1,1,,2,1,1,5,,,,7,,7,9,,,,2,,2,,,,3,2,,,,,2,,,,,,,,,1,3,,,,1,,1,,,1,,1,,2,,1,2,,,,,,,,,,10,1,,,,1,,2,,,,88,24,9,44,,2,4,,1,,1,,2,,,,,2,,,258
75235,,,,1,,,1,,,1,1,,2,3,,,,,1,,,,2,,8,1,,,,1,,1,,,,6,1,,,,,1,,,,,,,2,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,112,236,96,24,,,2,,1,,2,,,1,,1,2,,,,517
75236,1,,,,,,,,,,,,,2,,,,,,,,,1,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,14,5,2,3,,,,,,,,,,,,,,,,,39
75237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,7,1,1,1,,,1,,,,,,,,,,,,,,17
75238,,1,,,,,,,,,2,,3,4,,,,1,2,,,,2,,7,4,,,,1,,,,,,2,1,,,,,,,,,,,,,,,3,,,,,,2,,,1,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,45,21,6,16,,,2,,1,1,,,,,,1,3,2,,,142
75240,,,,2,,,1,,,,3,,4,2,,,,1,4,,1,,3,1,7,1,,,,3,,1,,,,4,2,,,,,,,,,,,,1,,,3,,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,10,,,1,2,,,,,,,31,13,8,12,1,2,5,,1,,,,,,,1,,1,,,138
75241,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,4,,2,,,,,,,,,,,,,,,,,16
75242,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75243,1,,,2,,,,,,2,2,,4,1,1,2,,,3,,,,4,,13,3,,,,2,,2,,,,5,,,,,,3,,1,,,,,1,,,,,,4,,,,,,1,,,,,1,,,,,,,,,,,,5,1,,2,4,1,1,1,,,,65,17,7,25,,2,5,,3,1,2,,,,,1,,1,,,202
75244,,,,6,,1,1,,,3,3,,2,,,,,2,2,1,,,5,,1,1,,,,1,,,,,,1,3,,,,,1,,,,,,,,,,3,,1,1,,1,1,,,,,,,,,2,1,,,,,,,,,,3,,,1,1,3,1,2,,,,39,29,13,21,,1,1,,,,,,,,,1,2,3,,,165
75245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75246,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,5
75247,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,4,2,1,,,,,,,,,,,,,,2,,,16
