Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75862,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,5
75901,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,9,3,1,4,,,1,,,,,,,,,,,,,,32
75904,,,,,,,,,,,,,1,,,,,,,,,,3,,3,1,,,,,,,,,1,,1,2,,,,,,,,,,,,2,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,1,,,,,,,6,5,1,2,,,1,,1,,,,,,,,,,,,36
75925,,,,,,,,,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6
75926,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
75931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75935,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,3
75937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75938,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3
75941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,4
75943,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75946,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75949,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75951,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,1,1,,,,,,,,,,,,,,18
75954,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
75961,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,,,,,,,,,,,,,,7
75964,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,3,,,2,,1,2,,,,,,,,,,,1,,,14
75965,,,,,,,,,,,,,,,2,,,,,,,,1,,4,1,,,,,,2,,,,,2,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,5,2,3,4,,,,,1,,,,,,,,1,,,,35
75966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2
75974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75975,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75980,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2
76001,,,,,1,,,,2,,,,3,,1,,1,,,1,2,,8,,7,,,,,,,2,,,,,3,1,,,,,2,,,,,,,,,,4,,1,2,,,,1,,,,,,,,,,,1,,,1,,,,,10,,,,,,,,,,,36,8,5,28,,,3,,1,,,,,,,,,,,,135
76002,,,,,2,,1,,3,1,,,1,1,,,1,,,,,,5,,9,1,,,,,,1,,,,1,3,4,,,,,,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,2,1,,,,7,,,1,1,1,1,1,,,,47,4,3,27,,,4,,1,1,,,,,,,,,,,140
76004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76005,,,,1,1,,,,,2,,1,,,1,,1,,,,1,,4,,2,3,,,,,,,,,,,1,3,,,1,,,,,,,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,,1,,,4,2,,,,,,,,,,60,18,7,39,,,1,,2,1,1,,1,,,2,,,,,166
76006,,,,1,1,,,,2,,,,1,,3,,2,,,,,,4,,5,3,,,,,,1,,1,,,4,3,,,,,2,,,,,,,,,,1,,,1,,,1,1,,,,,,,,1,,,,,,,,,,,2,,,,,1,,,,,,37,13,9,13,,1,2,,,1,,,,,,,,,,,117
76008,2,,,1,2,,3,,,2,,1,3,,1,,,,,,,,2,1,8,4,,,,1,,,,1,3,,4,2,,,1,,3,,,,,,,,,1,3,,5,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,57,22,5,31,,,3,,1,2,2,,,,,1,,4,,,186
76009,,,,,,,,,1,,,,,,,,1,,,,,,2,,4,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,3,1,3,,,1,,,,,,,,,,,,,,36
76010,,,,,,,,,,1,,,1,2,,,1,,,,,,,1,3,,,,,,,1,,,,,1,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,15,6,3,8,,,2,,1,,,,,,,,,,,,55
76011,,,,1,,,,,,,,,,,,1,,,,,,,1,,8,,,,,1,,,3,,,,2,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,15,5,4,3,,,1,,,,,,,,,,,,,,52
76012,1,,,,,1,1,,,3,,2,2,4,3,,1,,,1,1,1,4,1,8,,,,,1,,3,,,,,7,3,,,,,3,,,,,,,,,,6,,1,2,,,,,,,,,,,1,1,,,,,,,1,,,,7,,,,,1,1,,,,,36,17,6,10,,,3,,2,2,1,1,,,,,1,1,,,152
76013,,,,,1,,,,1,1,,,2,2,5,,,,,,,,8,2,5,,,,,3,,2,1,,,1,2,2,,,,,1,,,,,,,,,,1,,,1,1,,,1,,,,,,,,1,1,,,,,,,,1,,3,1,,1,,1,,,,,,25,10,4,14,,,2,,2,3,,,,,,1,,,,,113
76014,,,,,,,,,,1,,,,,2,,,,,,,,4,,6,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,13,2,1,4,,1,1,,,,,,,,,,,,,,42
76015,,,,,,,1,,,,,,,,,,1,,,,,,4,,2,1,,,,1,,1,,,,,1,2,,,,,1,,,,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,10,3,1,4,,,1,,,,,,,,,,,,,,42
76016,1,,,,,,,,2,2,,1,2,,1,,,,,,1,,3,1,18,1,,,,4,,1,,,,,6,6,,,,,,,2,,,,,1,,2,,,1,1,,,,,,1,,1,,1,,,,,,,,,,,,,8,,,1,,3,1,2,,,,43,27,4,25,,,7,,1,1,1,,,,,2,,1,,,187
76017,2,,,1,,,,,3,1,,,2,1,1,,,,,,1,,4,,12,4,,,,2,,4,3,,,,7,4,,,,,1,,,,,,,,,1,3,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,6,,,,1,2,,1,,,,37,16,6,13,,,3,,1,,1,,,,,,1,,,,149
76018,,,,,,,,,1,1,,,,,1,,,,,,,,1,1,10,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,24,6,2,9,,,1,,,,,,,,,,,,,,69
76019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76020,,,,,,,,,,,,,1,,4,,,,,,,1,1,,7,1,,,,1,,1,,,,,3,5,,,,,,,,,,,,,,,2,,2,1,,,1,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,15,10,7,14,,,2,,,2,,,,,,,,1,,,87
76021,,,1,2,1,,,,3,2,,,1,3,4,,,,,,,1,10,1,16,2,,,,3,,1,1,,,1,2,,,,,,3,,1,,,,,,,,5,,1,,,1,,,,,,,,,,,,,,,,1,1,1,1,,12,1,,,,,1,1,,,,50,17,4,28,,1,3,,3,1,,,,,,,,,,,192
76022,,,,,,,,,,2,,1,2,1,,,,,,,,,,,6,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,1,,,,,9,2,,,,,3,,,,,,,,,,,,,,40
76023,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,2,1,,1,,,1,,,,,,,,,,,,,,15
76025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
76028,,,,,,1,,,3,,,,,3,2,,2,,,,,1,5,,15,4,,,,3,,3,2,1,1,,6,5,,1,1,,4,,1,,,,,,,1,9,,3,1,2,,,,,3,,,,,,,2,,1,,,1,,1,1,,8,1,1,2,1,2,3,,,,,97,24,13,29,,1,4,,1,2,1,,,1,,,1,1,,,282
76031,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,1,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,4,1,1,2,,,2,,,,,,,,,,,,,,22
76033,,,,,,,,,,,,,,,1,,,,,,,,1,,4,1,,,,,,2,,,,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,13,5,,3,,,,,,,,,,,,,1,1,,,40
76034,,,,1,5,3,5,,2,8,1,,6,4,6,,1,,,,,,3,,11,2,,,,1,,4,2,,,,5,7,,,,,6,,2,,1,,,,,2,14,,,1,1,,,,1,,,,,1,,2,1,1,,,,1,1,1,,,9,2,,5,4,14,,,,,,133,93,47,90,,,2,,2,,,2,,,,,,3,,,519
76035,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,12
76036,,,,,,,,,,3,,,1,,1,,,,,,,,1,,12,,,,,2,,2,2,,1,,4,2,,,1,,1,,,,,,,,,,4,,,2,,,1,1,,,,,,,,,1,,,,,,,,1,,3,,,,,1,,,,,,30,9,3,15,,,3,,,,,,,,,2,,,,,109
76039,,,,,1,,,,2,,1,,1,4,3,,,,,,1,,6,4,10,2,,,,1,,4,,,,,8,2,,,,,3,,,,,,,1,,,4,,,1,,,,,,2,,,,,,1,,,,,,,2,,,,11,1,,,,,,,,,,68,19,9,29,,2,7,,1,1,1,,,,,1,,2,,,216
76040,,,,,,,,,1,,,,,,1,,3,,,1,,,3,,8,4,,,,1,,4,,,,,2,3,,,,,3,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,3,1,,,1,,,1,,,,46,4,,15,,,2,,1,1,,,,,,,,,1,,114
76041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76043,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,2,1,2,,1,,,,,,,,,,,,,,,18
76044,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,5,2,,4,,,,,,,,,,,,,,2,,,25
76048,2,1,,2,,,,,,1,,,1,,1,,,,,,1,,2,,4,2,,,,,,2,,,,,5,1,,,,,2,,,,,,,,,,4,,5,1,,,,,,2,,,,,,,,,,,,,,,,,3,,,1,,1,,,,,,17,7,1,6,,,2,,,,,,,,,1,,1,,,79
76049,2,,,2,1,,,,1,,,1,3,1,2,,1,,,,1,,2,,4,2,,,,2,,1,,,,,4,2,,,,,1,,,,,1,,1,,,8,,2,1,2,,,,,1,1,,,,,,2,,,,,1,,,,,3,,,,,,1,1,,,,25,10,4,17,,,3,,1,,,,,,,1,,1,,,120
76050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,1,,,1,,1,,,,,,,,,,,,15
76051,2,,,2,4,1,1,,4,4,,3,4,3,4,,1,,,1,2,5,27,,30,3,,,,4,,4,,2,,,14,8,,,,,1,,3,1,,1,,,,,6,,,4,,,,,,2,,,,,,,1,,,,,,1,1,,,18,3,,5,2,,1,,,,3,146,45,21,71,1,2,3,,4,6,,,,,,2,2,2,,,491
76052,,,,1,,,,,,6,1,,3,1,3,,1,,,,2,,4,,15,5,,,,2,,2,,,,,7,11,,,1,,1,,1,,1,,,1,,,6,,2,4,1,,,2,,,,,,,,,,,,,,1,1,1,,,10,1,,,1,1,,1,,,,71,23,7,45,,1,3,,3,4,1,,1,,,,2,2,,,264
76053,,,,,,,1,,1,1,,,,,2,,,,,,,,4,,5,,,,,2,,1,1,1,,,1,1,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,,,,,,1,,1,,,7,,,,,1,,,,,,22,3,2,9,,,2,,,1,,,,,,,,,,,76
76054,,,,,,,,,1,,,,1,2,3,,,,,,,1,3,,5,1,,,,1,,2,,,,1,2,2,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,1,,,,,,18,7,3,11,,,,,,,,,,,,1,1,,,,83
76055,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,6
76058,,,,,,,,,,,,,,,,,,,,,,,1,,8,,,,,1,,1,,,,,4,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,2,,3,,,,,,,,,,,,,,,,,30
76059,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,7
76060,,,,,,,,,1,,,,1,,,,,,,,,1,2,,2,,,,,1,,1,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,9,2,10,,,3,,1,,,,,,,,,1,,,49
76061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
76062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76063,,,,3,2,1,4,,1,3,,,3,1,4,,2,,,,1,,4,1,14,3,,,,3,1,5,,,,1,11,16,,,,,5,,,,,,,,,1,6,1,3,,1,1,,1,,1,,,,,4,1,,,,,,3,,,,,12,2,,,1,7,,1,,,,104,34,27,58,,,5,,3,3,2,,2,,,2,,4,,,379
76064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
76065,,,,,2,,,,3,3,,1,,,1,1,2,,,,1,,7,2,10,2,,,,,,2,,1,,,7,4,,,,,2,,2,,,,,,,,7,,2,2,,,,1,,,,,,,,,,,,,,,,1,,,7,1,,1,,2,,,,,,49,19,13,26,,,7,,3,5,1,,1,,,,,2,,,203
76066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3
76067,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,11
76068,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76070,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76071,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
76073,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,5
76077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76078,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,,19
76082,,,,,,,,,,1,,,,,1,,1,,,,,2,,,3,1,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,9,2,1,,,1,1,,,,1,,,,,,,1,,,35
76084,,,,,,,,,,,,,,1,,,,,,,,,2,,2,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,12,5,2,4,,,1,,,1,,,,,,,,,,,40
76085,,,,,,,,,,,,1,,,,,1,,,,,,1,,3,,,,,,,1,,,,,2,,,,,,,,,,1,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,6,3,,4,,,4,,1,,,,,,,,,,,,35
76086,,,,,,,,,,,,,1,,,,,,,,1,,1,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,7,2,1,4,,,2,,,,,,,1,,,,,,,31
76087,,1,,,,,1,,,2,,,,1,2,,,,,1,,,2,,7,4,,,,1,,,,,,,3,3,,,,,4,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,1,,,,,,,,3,,,4,,3,,1,,,,27,13,5,25,,1,6,,,,,,,,,,,2,,,127
76088,,,,,,,,,1,,,,,,,,,,,,1,,3,,5,3,,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,11,4,,4,,,3,,,,,,,,,,1,,,,44
76089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76092,1,,,3,15,1,1,,3,10,,2,15,3,7,1,6,1,,,1,1,7,,20,9,,,,1,1,2,,,,,4,19,,,1,,4,,,,,,,,,2,14,,1,,,,1,,,8,,,,1,1,2,,1,1,,,1,,1,,,12,3,,9,7,38,3,,,,,245,166,101,145,,4,8,,1,1,2,,,,,,3,8,,,929
76093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76096,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
76102,,,,1,3,,2,,,4,,,1,,2,,1,,,,,,5,,2,,,,,,,1,,,,,1,5,,,,,,,,,,,,,,1,17,,,,,,,,,,,,,,1,,,,,,,,1,,,6,2,1,,4,,10,,3,,,,58,26,11,28,,1,1,,,1,,,1,,,1,,2,,,204
