Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Genesis GV60 EV,Honda Accord Plug In,Honda Clarity BEV,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lexus NX 450h+,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77058,,,,,,,,,,2,,,,1,,,1,,,,,,1,3,,4,1,,,,1,,3,,,,,1,4,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,23,9,2,8,,1,2,,,2,1,,,,,,1,1,,,80
77059,,,,2,1,,,,5,3,1,,2,1,1,,1,1,,,,,1,2,,2,2,,,2,,,1,,,1,3,2,2,,,,,,,,,,1,,,,,,,2,,2,2,1,,,1,,2,,,,,,,,,1,,,,,,,,,7,2,,2,2,2,,1,1,,,,,64,22,9,42,,,4,,3,3,1,,,,,1,,6,,,220
77060,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,1,,,12
77061,,,,,,,,,1,,,,1,2,1,1,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,7,2,1,6,,,1,,,,,1,,,,,,,,,36
77062,,,,,,,,,1,,,,2,,3,,,,,,,,,3,,7,2,,,,1,,2,,,,,4,2,,,,,,,2,,2,,,1,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,1,1,,,6,,,1,,,,,1,,,,,27,8,3,18,,,2,,1,1,1,,,,,1,,1,,,111
77063,,,,,,,,,2,2,1,,2,1,2,,1,,,,,1,,2,1,4,,,,,,,1,1,,,,2,4,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,,,2,4,4,,,1,,,,,42,16,5,18,,1,2,,,,,,,,,,,2,,,135
77064,,,,,1,,1,,,3,,,2,3,,,1,,,,,,,2,1,4,4,,,,,,2,,1,3,1,4,,,,,,,,3,,,1,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2,,,,,,40,12,6,25,,,2,,1,2,,,,,,2,,2,,,148
77065,,,,,2,,1,,1,2,,,,3,,,,,,,,1,,4,,6,1,,,,,,1,3,,,,2,,,,,,,,1,,,,,,,,,,4,,1,3,1,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,43,7,8,27,,,1,,2,1,,,,,,,,,,,132
77066,,,,,1,,,,1,1,,,,,1,,2,,,,,,,3,,4,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,6,,,1,,,,1,,,,,,27,12,1,15,,1,1,,2,,,,,,,,,,,,85
77067,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,7,4,,5,,,,,,1,,,,,,,,,,,26
77068,,,,,,,1,,,,,,,2,1,,,,,1,,2,1,,,1,1,,,,,,,1,,,,1,,,,,,,,1,,1,,,,,,,1,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,,,,16,7,1,8,,,2,,1,,,,,,,,,,,,59
77069,,,,,,,,,1,,,,,,,,2,,,,,,,2,,5,4,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,1,,,1,,,,,,,,3,,,2,,1,,,,,,,,28,21,6,12,,,3,,1,1,1,,,,,,1,,,,103
77070,,,,,3,,,,5,5,,,1,2,6,,,,,,,,,3,,10,4,,,,,,2,1,,,1,4,3,,,,,,,1,,,,,,,,,,4,,,1,1,,,,,,,,,,1,,2,,,,,,,,,,,6,,,,,3,,,,,,,,50,20,8,28,1,1,7,,,5,1,1,,,,2,1,,,,194
77071,,,,,2,,,,,1,,,,2,1,,,,,,,,,1,,4,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,4,,,,,2,,,1,,,,,16,4,1,5,,2,2,,,,1,,,,,,,,,,55
77072,1,,,,1,,1,,1,3,,,,,,,2,,,,,2,,,,3,2,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,1,,1,,,,,,,,25,7,5,11,,,,,3,2,,,,,,,,,,,81
77073,,,,,3,1,,,1,3,,,1,,1,,2,,,,1,,,,,16,2,,,,,,2,1,,,,6,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,8,,,,,,,,,,,,,43,11,8,16,,,8,,,4,,,,,,,,,,,143
77074,,,,,1,,1,,,,,,3,2,,,,,,,,,1,2,,2,3,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,,,,,,,13,5,3,9,,,,,,1,,,,,,,1,,,,62
77075,,,,,2,,,,1,,,,1,,2,,,,,,,,,1,,3,2,,,,,,,2,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,13,,1,11,,1,1,,,,,,,,,,,,,,46
77076,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,4,,2,2,,,,,,,,,,,,,,,,,15
77077,1,,,2,3,,1,,4,,,,3,6,1,,2,,,,1,,2,6,1,20,11,,,,2,,3,1,1,,,3,14,,,,,,,4,,,,,,,1,,2,5,,2,4,1,,1,,,,,1,,,,,1,1,,,,,,,,1,,19,2,,4,1,9,,,1,,,,,100,53,25,53,,,7,,5,2,1,2,1,,,3,1,9,,,410
77078,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,7
77079,1,,,1,6,1,1,,4,1,,,2,3,4,,2,,,,,,,9,,6,4,,,,3,,1,,,,,5,6,,,1,,,,4,,,,1,,,,,,4,1,1,,,,,,,1,2,1,,,,,,,1,,,,,,1,1,,8,1,,4,1,4,,,,,,,,83,37,13,47,1,1,3,,,6,1,1,,,,,3,6,,,299
77080,,,,3,3,1,1,,1,2,,,1,2,1,1,,,,,,,,1,,6,3,,,,,,,,,,,2,2,,,,,,,1,,1,,,,,,,,4,,2,2,,,,,,2,1,,,,,,1,1,,,,,,,,,,3,2,,,1,2,,1,1,,,,,31,15,7,33,,,2,,2,2,,,,1,,,,2,,,150
77081,,1,,,1,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,1,,,,,,,,,15,2,8,6,,8,,,1,,,,,,,,,,,,57
77082,1,,,,2,,2,,1,,,1,2,,1,,3,,,,,,1,1,,13,2,,,,1,,,1,,,,3,5,,,,,,,,,,,1,,,,,,2,,1,1,1,,,,,4,,1,2,,,,2,1,,,,,,,,,,10,,,1,,2,,,,,,,,64,29,17,39,,,3,,1,1,,,,,,,,3,,,226
77083,1,,,,1,,,,,1,,,,1,3,,1,,,,,3,,1,,4,3,,,,,,3,,,,1,3,2,,,,,,,3,,1,1,,,,,,,4,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,11,,,3,1,,,,,,,,,68,4,7,33,,,1,,2,1,,,,,,,,,,,172
77084,,,,,4,,2,,4,3,,,,4,6,,2,,,,,1,,8,2,8,,,,,2,,4,3,,,,5,5,,,,,,,3,,2,,,,,1,,2,9,,2,4,1,,1,,,1,2,,,,,,,,,,,,,1,,,,18,1,,1,,1,,,1,,,,,73,15,7,43,,,3,,3,2,1,,,,,,1,1,,,263
77085,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,8,1,,1,,2,,,,2,,,,,,,,,,,24
77086,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,13,,,1,,,1,,,,,,,,,,,1,,,27
77087,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6,,,5,,,,,,1,,,,,,,,,,,22
77088,,,,,,,,,,,,,,2,1,,1,,,,1,,,,,9,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,3,1,,,,1,,,,,,,,9,3,1,6,,1,2,,,,,1,,,,,,1,,,54
77089,,,,,2,,,,1,,,,4,3,1,,1,,,,,,1,,,7,1,,,,,,,,,1,,5,3,,,,,,,4,,,,,1,,,,,4,,3,1,,,,,,,2,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,56,9,6,35,,1,2,,1,1,1,1,1,,,,,,,,163
77090,,,,,,,,,2,3,,,,,,,,,,,,,,,,7,2,,,,,,1,,,,1,5,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,1,,5,,,,,,,,14,33,9,5,,2,2,,,,,,,,,,,1,,,100
77091,,,,,1,,,,,1,,,1,1,,,1,,,,,1,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,16,6,1,8,,,1,,,,,,,,,,,,,,47
77092,,,,,1,,,,1,,1,,1,,,,,,,,,,,4,,3,1,,,,1,,1,,,,1,,2,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,1,1,,,,,,,,23,11,3,10,,,1,,2,2,1,,,,,,1,,,,81
77093,,,,,,,,,1,,,,,,2,,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,,,,23
77094,,1,,,2,,,,,2,,,,,1,,,1,,,,,,1,,4,1,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,2,,,,3,2,,,,,,,,31,23,6,22,,,5,,1,2,,,,,,,2,1,,,122
77095,,,,,1,,,,3,8,,1,2,,4,,1,,,,,1,,4,,16,9,,,,2,2,1,1,2,,,12,6,,,,,,,2,1,1,,,,,,,,5,,1,1,,,,,,,4,,,,,,,,,,,,,,1,1,,10,,,3,2,4,,1,1,,,,,70,25,9,42,,,2,,3,3,,,,,,,1,,,,269
77096,2,,,1,3,,4,,,3,,,3,1,2,,,1,,,,,,4,,12,8,,,,1,,4,1,,,,7,6,,,,,,,1,,2,,,,,,,2,2,,1,2,1,,,1,,1,1,2,,,,,,,,,,,,,,1,,10,,,3,1,3,,,,,,,,69,30,10,36,,1,4,,4,3,,,,,,2,,7,,,263
77098,3,,,5,13,3,1,,4,2,,,3,4,4,,3,1,,,,,2,5,,11,2,,,,2,,1,,,,,4,6,,,,,,,,,,,,,,,,2,9,,1,2,,,,,,1,,,,,,,,,,,,,1,1,,1,,8,2,,2,1,11,,,1,,,,,66,41,12,38,,1,2,,1,5,,,1,,,,5,3,,,297
77099,,,,,,1,,,1,,,,,,,,,,,,,,1,1,,2,2,,,,,,1,2,1,,,2,1,,,,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,16,2,,7,,1,,,,1,,,,,,,,,,,56
77204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2
77206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77251,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,2
77267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77301,,,,,,,,,1,2,,,1,,,,,,,,,,,1,,3,3,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,1,,11,3,,8,,,1,,,1,,,,,,,,,,,43
77302,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,1,2,3,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,18,6,1,3,,,1,,,,,,,,,,,,,,45
77303,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,3,,,,,,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,12,3,3,4,,1,,,,,,,,,,,,,,,39
77304,,,,1,1,,1,,,1,2,,1,2,,,,,,,,,2,3,,7,2,,,,,,,,1,,,4,,,,,,,,,,,,1,1,,1,,1,6,,1,,,,,1,,1,,1,1,,,,,,,,,,,,,,,2,,,,1,,,2,,,,,,38,13,5,24,,,1,,,1,,,,1,,1,,1,,,133
77305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77306,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,12
77316,1,,,,3,,3,,1,1,,,5,,2,,1,,,,,,2,3,,6,6,,,,1,,,,,1,,4,2,,,1,,,,,,,,1,,,,,,9,,3,2,,,,,,1,1,,,,,,2,,,1,,,,,,,,1,,,,,4,,2,,,,,,44,14,4,33,,1,4,,,1,,,,,,2,3,2,,,178
77318,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,1,,,,,,1,,,,,,2,,,,,,,2,,,,,,,,,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,18,14,3,7,,1,,,,1,,,,,,,1,1,,,65
77320,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,,,1,,,1,,,,,,,,1,,,,16
77327,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,2,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,8,1,,1,,1,1,,,,1,,,,,,,,,,25
77328,,,,,1,,,,1,,,,1,,,,,,,,,,,1,,2,,,,,,,,,1,,,3,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,,2,,,,,,,,,,,,,,,,,21
77331,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,,,,1,,,,,,,,,,,,15
77334,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77336,,,,,,,,,,,,,1,,,,,,,,,,,,,1,3,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,1,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,1,,,,,,,,,,,,,1,,,,28
77337,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77338,,,,,,,,,,,,,,,6,,1,,,,,,,3,,5,1,,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,5,,,,1,,,,,,,,,18,6,,6,,,,,,,,,,,,,,,,,64
77339,,,,,1,,,,,4,,,3,1,4,,1,,,,,,,2,,10,3,,,,,,2,,1,,,6,2,,,,,,,,,,,1,,,1,,,6,,1,1,3,,1,,,,1,,,,,,1,,,,,,,,,,,6,,,2,1,1,,2,,,,,,42,11,6,17,,1,3,,2,1,,,,,,,,1,,,152
77340,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,3,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,11,1,1,3,,,2,,,3,,,,,,1,,,,,40
77345,,1,,1,2,1,,,1,1,,,3,,2,,,,,,,2,,4,1,3,3,,,,,,1,,2,,,3,4,,,,,,,2,,,,,,,,,3,7,,1,1,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,1,,,,1,,,,,,41,21,8,26,,4,,,3,2,,,,1,,1,,1,,,163
77346,2,,,2,3,2,2,,2,2,,,5,3,4,,4,,,,,2,2,3,1,6,6,,,,,,2,1,1,1,,2,9,,,,,,,1,,2,,1,1,,,,,8,2,1,,1,,,,1,1,1,,,,1,,1,1,,,,,,,,,,7,1,,4,,2,,1,,,,,,88,32,15,47,,1,2,,1,2,,,,,,,1,1,,,295
77351,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,,1,,,,,4,2,,,,,,,1,,1,,,,,,,1,2,,1,1,1,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,10,4,,1,,,1,,,,,,1,,,,,,,,41
77354,,,,1,5,,1,,1,3,1,1,,2,4,,,,,,,,1,6,,6,4,,,,,,4,,,1,,5,7,,,1,,,,,,1,,,,,,,1,4,,4,,2,,1,,,,1,,1,1,,,1,,,,,,,,,,,2,,,2,,,,,,,,,,59,19,13,32,,,2,,2,5,,,1,,,,1,,,,209
77355,,,,1,1,,,,,1,,,2,,,1,,,,,,,,6,,6,2,,,,,,,,,1,,6,5,,,1,,,,,,,,,,,,,1,4,,3,,,,,,,,,1,,,,,1,,,,,,,,,,,6,,,,2,2,,1,,,,,,19,12,3,19,,,4,,1,1,,,,,,,,1,,,114
77356,,,,1,3,,1,,,3,,,,,3,,,,,,,,,3,,3,,,,,2,1,1,,,1,,5,4,,,2,,,,,1,,,,,,,,,8,,1,,,1,,,,1,2,1,,,,1,2,3,,,,,1,,,,,1,1,,1,1,4,,1,1,,,,,51,31,19,31,,1,2,,3,,,1,1,,,,,1,,,206
77357,,,,,,,1,,1,,,,,,,1,,,,,,1,,,,7,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,15,3,,5,1,,2,,1,,,1,,,,1,,,,,49
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,1,,,,,,,,,,,,,,8
77360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5
77362,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,,,,10,6,3,7,,,,,,,,,,,,,,,,,41
77363,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6
77365,,,,1,,1,,,,2,,1,,,2,,,,,,,,,2,1,6,2,,,,,,1,1,,,,3,3,,,,,,,,,1,,,1,,1,,,8,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,32,11,6,17,,,1,,2,,,1,,,,,,2,,,120
77371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5
77372,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,,1,,,,1,,,,,,,,,,,17
77373,1,,,,,,1,,,1,,,2,2,,,2,,,,,1,1,4,,9,2,,,,3,,2,2,,,,6,2,,,,,,,,,1,,,,,1,,,4,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,8,,,1,,,,,,,,,,41,14,4,21,,1,7,,,4,1,,,,,,1,,,,153
77375,,,,1,5,,,,,5,,2,3,1,4,,2,,,,,,,9,,6,4,,,,2,,1,3,4,,,4,3,,,,,,,3,,3,,,,,,,,14,,4,2,1,1,,,,1,1,,,,,,,2,,,,,1,1,2,,,16,,,1,1,5,,2,,,,,,90,29,30,74,,1,1,,1,4,,,,,,,2,2,,,354
77377,,,,,4,,,,1,2,,1,1,1,3,,,1,,,,2,1,1,,14,2,,,,,,,,,1,,4,3,,,,,1,,2,,,,,,,,,,4,,2,1,1,,,,,,2,,,,,,,,,,,,,,1,,,9,1,,,1,3,,,,,,,,59,18,14,50,,,4,,2,1,,,,,,1,,3,,,222
77378,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,3,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12,2,1,2,,,1,,,,,,,,,,,,,,30
77379,1,,,1,4,,2,,5,5,2,1,3,1,8,,4,,,,,2,2,6,1,19,13,,,,,,1,1,,2,,9,13,,,,,,,4,,1,,1,,,,,2,13,,3,4,3,,3,,,1,1,,,,,,3,,,2,,,,,,,,11,1,,2,4,5,,1,1,,,,,157,62,31,79,,,10,,8,5,1,,,,,,2,2,,,529
