Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78701,1,,,5,3,,1,,,3,,,1,1,,,,2,5,,,,5,,,,,,,1,,3,2,,,1,,5,,,,,3,,,,,,,,,,5,,1,3,1,,,,,,,,,,,2,2,,,,,,,2,,,5,3,,7,1,10,,,,,,153,91,24,70,,,2,,1,,1,,,,,1,6,4,,,437
78702,3,,,5,,,3,,,2,1,,5,12,,1,,4,6,,,3,100,,13,6,,,,2,,6,36,,,2,28,4,,,7,,3,,3,,,,,,,,5,,1,6,31,,2,2,,,,,,,,,1,,,,,2,1,,46,6,20,5,,1,,3,,1,,,1,170,23,10,69,,1,13,,4,1,5,1,,,,3,6,7,,,702
78703,5,1,,11,3,1,4,,,7,4,,7,12,,2,,,20,,1,,11,,17,3,,,,1,,1,1,,,,2,4,,,,,3,,,,1,,,,,,6,,,1,1,,,,1,2,,,,,,3,,,,,,3,3,,1,,32,3,,7,3,13,,,,,,170,122,66,106,,3,14,,3,1,2,1,,1,,2,5,16,,,713
78704,8,,,10,1,5,13,,,9,11,,17,15,,,,6,19,,1,1,31,1,45,13,,,,37,,10,1,2,,3,11,6,,,,,8,,3,1,,,,,,1,9,,,5,6,1,1,1,1,1,,,,,,,1,1,,,,4,1,,3,,48,6,,9,1,10,,,,,2,339,111,43,151,,7,25,1,9,8,10,,,1,,10,13,14,,,1142
78705,1,,,3,,,1,,,1,,,3,1,,,,,3,,,,3,,10,1,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3,,1,,16,,,,,,,1,,,,39,6,4,13,,,4,,,,1,,,,,,3,2,,,127
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78713,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4
78716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78717,5,,,6,,,2,,,5,4,,4,6,,,,2,10,,1,1,16,,29,17,,,,,,4,1,2,,,7,17,,,,,15,,4,1,2,,,2,,,2,,2,1,4,,2,,,1,,,,1,1,,,,1,,,1,4,1,1,,30,6,,,1,,,1,,,1,290,63,29,153,,2,8,,4,5,11,,1,,,1,2,6,,,799
78719,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
78721,2,,,,,,,,,,1,,2,3,,1,,,,,,,1,,4,,,,,2,,1,,,,4,3,4,,,4,,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,1,,,1,,9,3,,,,,1,,,,1,33,3,5,26,,1,2,,2,2,1,2,,,,1,1,,,,132
78722,1,,,1,,2,,,,,1,,5,4,,,,1,2,,,1,3,,9,3,,,,4,,2,,,,,2,1,,,,,1,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,,,,,5,2,,1,2,1,,,,,1,28,4,,13,,,5,,1,1,1,,,,,,2,7,,,123
78723,5,,,2,1,1,4,,,2,2,,7,10,,1,,4,5,,,1,16,1,52,12,,,,3,,4,1,1,,4,2,7,,,,,7,,1,1,2,,,,,,5,,1,4,9,,1,2,,,,,,1,,1,,,,,,2,2,2,,,49,2,,,,1,,,,,,135,25,15,78,,,10,,13,4,10,,,,,3,7,8,,,549
78724,,,,1,,1,,,,,4,,2,2,,,,,,,,1,5,1,7,3,,,,1,,3,,,,,2,2,,,,,,,3,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,8,2,,1,,,,,,,,66,5,7,30,,1,3,,1,1,3,,,,,1,1,,,,174
78725,,,,,,,,,,1,,,,,,1,,,,,,,3,1,5,3,,,,,,2,,,,,,2,,,,,,,1,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,1,,,,6,1,,,,,,,,,,21,4,2,16,,1,3,,1,,2,,,,,1,,,,,82
78726,1,,,1,,1,,,,3,3,,1,3,,1,,2,2,,,,4,1,9,8,,,,1,1,3,2,,1,,3,3,,,,,3,,,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,9,4,,2,1,1,,,,,,83,33,12,44,,2,2,,2,,3,,,,,1,1,4,,,266
78727,1,,,1,,,1,,,4,2,,5,4,,,,1,,1,,1,11,2,25,9,,,,1,,6,,,,2,4,9,,,1,,5,,1,,,,,,,1,4,,2,2,2,,,,,,,,,1,,,,,,,,1,,1,,,35,3,,,,2,,1,,,1,142,30,8,64,,5,11,,5,,1,,,,,,1,4,,,424
78728,1,,,3,,,1,,,1,1,,1,4,,1,,,1,1,,1,6,1,15,4,,,,2,,4,,,,,3,3,,,,,3,,1,,,,,,,,,,,2,4,,1,4,,,,,,,,,,,,,,,,,,,23,,,1,,2,1,,,,,71,13,7,47,,,6,,3,1,2,,,,,2,2,2,,,252
78729,1,,,,,,,,,6,,,4,3,,1,,,3,1,1,,10,,29,3,,,,2,,1,1,1,,,2,4,,,,,5,,1,,1,,,,,1,2,,,2,3,,,2,,,,,,,1,,,,,,,1,2,,2,,26,,,2,,,,1,,,,95,26,5,42,,1,11,,1,2,2,,,,,2,2,1,,,315
78730,1,,,4,,,3,,,2,2,,2,2,,2,,2,4,,,,2,,12,4,,,,,,1,,,,,1,5,,,,,,,1,,,,,,,,1,,,2,,,,,,1,,,,,,1,,,,,,,,,1,,10,3,,4,,8,,,,,,66,63,27,52,,,,,2,2,3,,1,,,1,3,2,,,303
78731,3,,,9,1,2,3,,,6,6,,17,13,,5,,2,14,,,1,20,2,23,11,,,,2,,8,1,,,2,4,8,,,1,,7,,1,,1,,,1,,3,6,,2,6,1,,1,1,,1,1,1,,2,,,,,,,,1,4,1,,,36,13,,3,3,10,,1,,,,183,93,33,107,1,,18,,6,,9,,,,,3,14,17,,,755
78732,2,,,2,1,1,1,,1,3,5,1,,7,,4,,1,16,,,,6,,20,11,,,,2,1,3,2,,1,1,5,12,,,,,2,,1,,,,,,,,7,,2,,1,,,,,2,,,,1,,1,,,,,,2,2,,1,,14,2,,4,2,9,,,,,,154,87,35,101,1,3,4,,3,4,4,1,,,,,2,10,,,571
78733,,,,4,,2,1,,,3,5,1,3,4,,2,,2,11,,,,3,,14,8,,,,,,3,,,,2,3,4,,,,,4,,1,,,,,,,1,4,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,15,3,,,,3,,1,,,,96,84,23,51,1,,4,,2,1,1,,,,,1,1,5,,,381
78734,2,1,,6,,3,2,,,2,7,1,,3,,3,,1,7,,2,,4,,18,4,,,,1,,8,1,,,1,5,6,,,,,1,1,1,,,,,,,2,8,,,,,,,,1,2,,1,,,,2,2,2,1,,,3,1,,1,,17,4,,4,3,8,,1,,,,126,72,23,64,,1,3,1,3,,2,,,,,,2,5,,,456
78735,1,,,5,3,4,2,,,4,4,2,5,5,,2,,1,6,,2,,11,,13,6,,,,2,1,5,,2,,,3,7,,,,,10,,2,,,,,,,1,2,,3,3,1,,1,,,1,1,,,,,,,,,,,,1,,1,,9,1,,6,3,6,,1,,,,135,78,23,74,,,5,,3,1,3,,,,,4,4,5,,,484
78736,,,,1,,,,,,,,,3,4,,,,,2,,,1,5,1,8,2,,,,1,,,,,,1,1,1,,,2,,2,,1,,,,,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,11,1,,,,,,,,,,44,14,1,18,,1,5,,2,,,,,,,,1,1,,,139
78737,1,,,4,,1,2,,,4,6,,4,7,,,,2,12,,,1,14,,13,12,,,,,,1,,,1,,6,10,,,,,5,,,,,,,,,1,5,,1,1,3,,1,,,,,,,,,,,,,,,1,3,,,,14,3,,1,1,,1,,,,,121,54,24,79,,,6,,1,,2,,,,1,3,4,11,,,448
78738,6,,,17,3,3,8,,,6,7,1,4,10,,3,,2,15,,1,,10,,18,15,,,,1,,4,2,,,,5,16,,,,,5,,,,,,1,,,1,9,,2,1,4,1,,,2,7,1,,,,,1,,1,,,,1,1,,2,,16,9,,3,6,22,,,,,,303,166,85,196,,2,10,,3,,5,3,,,,2,7,16,,,1051
78739,2,,,7,,1,3,,,2,10,,4,5,,1,,4,11,,,1,16,,16,13,,,,2,,5,1,,,,3,10,,,,1,3,,1,,,,,,,1,6,,1,1,4,,1,,,,,,,1,,,,,,,,1,,,3,,25,6,,,,4,,,,,,203,49,24,91,,2,4,,2,4,3,,,,,3,3,12,,,576
78740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78741,2,,,2,,3,1,,,3,3,,2,7,,1,,2,1,1,1,,9,,24,4,,,,3,,4,,,,1,9,7,,,,,1,,,,,1,,,,,5,,2,1,3,,,1,,1,,,,,,,,,,,,1,,,,,15,4,,,,1,,1,,,1,141,20,7,59,,2,4,,2,,,1,,,,1,1,,,,366
78744,1,,,3,,,2,,,1,1,,5,6,,,,,4,,,1,9,1,12,1,,,,3,,6,1,3,,1,9,4,,,2,,5,,1,1,2,,,1,,,6,,,2,1,,,1,,1,1,,,,,,,,,,,1,,,,,19,7,,,1,3,,,,,,95,30,10,45,,3,6,,1,2,2,1,,,,,1,,,,325
78745,5,,,8,,2,6,,,8,3,,7,8,,,,3,7,,,1,21,1,40,148,,,,5,,3,,,,1,11,7,,,1,,5,,2,,2,,,,,,8,,1,9,3,1,1,3,,2,,,,,1,,,,,,,2,2,3,7,,52,41,,,,,,1,,,2,148,29,9,76,,5,12,4,7,3,3,1,,,,3,5,2,,,751
78746,4,,,27,8,5,4,,,5,13,,10,6,,4,,5,27,,2,,15,1,29,14,,,2,2,1,5,,,,,2,15,,,3,,3,,1,2,,,,,,5,13,,1,2,3,,,1,1,3,1,1,1,,,2,,,,,,3,1,,2,,24,9,,14,5,26,,,,,1,258,253,118,167,3,1,10,,6,,4,,,2,,4,9,27,,,1196
78747,,,,1,,,,,,2,1,,6,,,,,4,,,,,5,,17,1,,,,,,2,2,1,,,8,5,,,,,1,,1,,,,,,,1,3,,1,1,,,,2,,,,,,,,,,,,,,,1,1,,,9,1,,1,,,,,,,,50,12,3,20,,,5,,2,2,,,1,,,1,,,,,174
78748,3,,,1,,,4,,,6,8,,6,6,,1,,3,6,,,1,18,,36,5,,,1,2,,10,,1,,3,11,7,,,,,7,,1,,,1,,,,,10,,1,4,5,,,1,,,,,,,,,,,,,,1,1,2,3,,41,5,,2,,,1,,,,1,156,16,13,87,1,1,9,,4,1,2,,,,,2,2,1,,,521
78749,1,,,5,,1,2,,,3,2,,8,6,,,,1,5,,,1,18,1,25,10,,,,3,,3,,,,1,6,6,,,,,7,,1,,,,,,,1,6,,1,,4,,,2,,,,,,,,,1,,,,,2,1,1,1,,35,4,,1,1,,,3,,,,140,29,14,71,,2,8,,7,2,3,,,,,2,3,3,,,464
78750,,,,5,,1,1,,,4,4,,2,6,,,,1,8,,1,1,15,,30,17,,,,2,,3,1,,,1,5,9,,,,,6,,1,,1,2,,2,,1,5,,1,,4,1,1,1,,1,,,,,,,,,,,,2,2,,3,,32,6,,1,,,,1,,,,185,50,16,78,,5,8,,5,1,6,,,,,3,6,7,,,561
78751,3,,,1,,,4,,,3,1,,5,6,,,,1,4,,,,10,2,19,1,,,,2,,4,,,,,2,,,,,,1,,,,2,,,,,,2,,,3,2,,,2,,,,,,,,,,,,,,1,2,,1,,24,5,,,1,,,,,,,79,13,1,25,,1,7,,4,4,3,,1,,,,1,1,,,254
78752,2,,,,,,1,,,,,,4,1,,,,,1,,,,2,,8,1,,,,2,,1,,,,1,3,,,,,,1,,1,,1,,,,,,1,,,4,3,,,,,,,,,,,,,,,,,2,,,,,11,3,,,,1,,,,,,45,3,,26,,,5,,1,,,1,,,,1,,1,,,138
78753,3,,,1,,,,,,1,2,,2,,,2,,,,,,1,10,,23,1,,,,,,8,,3,,,6,2,,,,,4,,1,,,,,1,,,2,,,2,3,1,,,,,,,,,,,,,,,,,,,1,,16,1,,,2,,,1,,,,66,9,5,26,,,11,,2,2,1,,,,,2,,,,,224
78754,1,,,,,,1,,,5,1,,1,5,,3,,,1,,,,11,,13,3,,,,1,,2,,,,,2,,,,,,3,,2,,,,,,,,3,,1,3,3,,,,,,,,,,,,,,,,,1,1,,,,17,4,,,2,1,,,,,,99,10,6,27,,2,7,,2,1,3,,1,,,1,,,,,250
78755,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78756,1,,,3,,1,,,,1,2,,3,9,,,,,2,,,,4,,18,3,,,,2,,1,1,,,,4,,,,,,5,,1,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,3,3,,2,,13,1,,2,,2,,,,,,49,17,7,16,,1,7,,3,,4,,,,,2,3,3,,,205
78757,1,,,5,2,1,5,,,3,3,,4,7,,,,2,1,,,,24,,21,12,,,,4,,6,1,1,,1,4,4,,,,,6,,2,,,2,,,,,6,,1,7,2,,,,,1,,,,,,,,,,,,3,4,,,,49,7,,2,,1,,,,,,124,28,6,56,,1,12,,7,3,6,,,1,,4,8,9,,,470
78758,1,1,,,,1,1,,,4,1,,3,5,,3,,3,4,,,,9,1,32,1,,,,4,,6,,,,1,9,4,,,,,4,,2,,1,2,,,,,7,1,2,3,7,,,,,,,,,,,,,,,,,3,,2,,,26,3,,3,,3,,,,,1,199,24,6,63,,2,8,,3,2,3,,,,,,4,,,,478
78759,2,,,7,,2,3,,,6,4,1,6,9,1,1,,4,12,,,3,25,,34,14,,,,2,,9,4,,,1,6,7,,,,,8,,2,,,,,,,,4,,1,5,2,,1,,,,,,,,,,1,,,,,3,1,2,2,,47,5,,1,1,4,2,,,,1,204,75,29,99,,3,21,,11,,9,1,,,,5,2,5,,,720
78762,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78764,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2
78765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78766,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78767,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78801,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,4,,,,,1,,,,,,,,,,,,,,17
78832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78840,1,,,,,,,,,1,,,2,2,,,,,1,,,,2,,4,1,,,,,,2,,,,,3,,,,,,,,,,,,,,,,1,,,1,1,,,,,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,15,5,2,4,,,1,,,,1,,1,,,,,,,,56
78846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78852,,,,,,,,,,2,,,,,,,,,3,,,,,,6,1,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8,1,,5,,,4,,,,,,,,,,,,,,38
78861,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,1,,,,,,,,,,,,,,17
78872,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78873,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78877,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,3
78879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,4
78881,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,3
78885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78930,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,5
78934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,,,,,,,,,,,,,,1,,,14
78935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78940,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6
78941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,2
78942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,1,,,,,,,,,,,,,,8
78944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
78945,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,11
78947,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2
78948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,1,,,,,,,,,,,,6
78953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,3
78954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,4
78956,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78957,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,,,,,,1,,,,,2,3,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,7,2,,,,2,2,,1,,1,,,,,,,,,,31
78959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78962,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
