Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77363,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
77365,,,,,1,,1,,,,2,,,2,,,,1,,,,,2,1,5,1,,,,,,1,,,,,3,2,,,,,,,1,,,1,,1,,1,8,,,1,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,30,10,5,15,,,1,,2,,,1,,,,,,2,,,109
77371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5
77372,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,1,1,,,,1,,,,,,,,,,16
77373,1,,,,,1,,,,,1,,2,,,2,,,2,,1,,4,,7,2,,,,3,,2,,,,,6,2,,,,,,,1,,,,,1,,,4,,,,1,,,,,,,,,,,,,1,1,,,,,,,,7,,,1,,,,,,,,34,14,4,18,,1,6,,,1,3,,,,,,1,1,,,136
77375,,,,5,,,1,,,,4,,2,3,,2,,2,3,,,,9,,7,4,,,,2,,1,3,,,,3,2,,,,,2,,2,,,,,,,,13,,4,2,1,1,,,,1,,,,,,,1,,,,,1,1,,2,,16,,,1,1,6,1,,,,,84,26,27,65,,1,1,,1,,3,,,,,,1,2,,,320
77377,,,,4,,,,,,1,2,,1,3,,,,1,1,,2,1,,,13,2,,,,,,,,,,,4,1,,,,1,2,,,,,,,,,,3,,2,1,1,,,,,2,,,,,,,,,,,,,,,1,,8,,,,1,2,,,,,,59,19,11,39,,,5,,2,,1,,,,,1,,3,,,200
77378,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,2,1,1,,,1,,,,,,,,,,,,,,28
77379,1,,,5,,2,1,,,5,4,2,2,8,,4,,1,4,,2,,7,1,20,13,,,,,,1,,,,,9,13,,,,,4,,,,1,,,,,2,12,,2,4,3,,1,,,2,,,,,,3,,,2,,,,,,,,10,,,3,4,4,,1,,,,148,62,27,72,,,11,,6,1,3,,,,,,2,2,,,497
77380,,,,1,,,,,,2,3,,3,5,,2,,1,3,,,,6,,9,5,,,,1,,,1,,,,3,3,,,1,,,,,,,,,,,1,5,,,,,,1,,,1,,,,,,2,1,,,,,,,,1,,2,,,7,,4,,,,,,74,40,16,40,,,8,,2,,1,,,,,,1,4,,,260
77381,1,,,1,2,,,,,2,2,,6,,,2,,2,4,,,,1,1,15,7,,,,2,,1,,,,,4,3,,,1,,6,,2,,,,,,,3,4,,,,2,,,,1,,,,,,,1,1,,1,,,3,,,2,,10,,,4,2,1,,3,,,,106,46,24,68,,1,5,1,2,,3,,,,,1,4,6,,,370
77382,,,,4,,1,,,,3,7,,1,5,,4,,3,3,,,,7,,5,8,,,,,,3,,,,,4,7,,,2,,1,,,,1,,,2,,,5,,2,1,2,,,,2,,,1,,,,1,,,,,,,,,,,13,2,,5,2,7,,,,,,151,52,25,82,,2,10,,2,,6,,,,,,3,3,,,450
77383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77384,,,,2,,,1,,,,1,,1,2,,,,,1,,,1,2,,2,5,,,,,1,1,,,,,2,4,,,,,3,,,,,,,1,,,4,,,1,,1,1,,,1,,,,,,,,,,,,1,,,,,5,1,,3,,1,,,,,,61,15,7,30,1,2,1,,1,,1,,,,,,,,,,168
77385,,,,,,,,,,1,1,,,3,,,,3,2,,,,1,1,4,5,,,,,,,,,,,4,4,,,,,1,,,,,1,,,,1,3,,,,1,,1,,,,,,,,,,,,,,,,3,,,,9,1,,,,,,,,,,50,12,8,29,,,1,,2,1,,,,,,,,,,,153
77386,,,,3,1,2,1,,,8,5,1,1,3,,2,,1,3,,2,1,4,1,19,128,,,,2,1,2,2,,,,9,12,,,,,3,1,3,,,,,2,,,15,,1,9,2,1,,1,,2,,,,,,,1,,,,,,2,,14,,17,3,1,3,1,5,2,1,,,1,134,60,18,68,,,8,,5,,1,1,1,1,,,1,3,,,606
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77388,,,,4,,,,,,5,1,,1,3,,2,,,3,,1,,4,1,9,5,1,,,,,2,,,,1,4,2,,,,,1,,,,,,,,,,4,,,,,1,,1,,1,1,,,,,,,,,,,,,,3,,7,,,2,1,,,1,,,,56,17,8,27,,,5,,,,1,,,,,1,2,,,,189
77389,,,,4,,2,,,,2,3,1,,1,,1,,1,2,,1,,5,,6,10,,,,3,,,,,,,5,6,,,,,2,,1,,1,,,,,,6,,,2,2,,,,,1,1,,,,,1,1,,1,,,1,,,1,,6,1,,6,4,9,,,,,,115,33,24,47,,,5,,1,,4,,,1,,,5,2,,,337
77396,1,,,1,,,,,,1,5,,,4,,1,,,3,,1,,5,,5,2,,,,,,,,,,,9,3,,,,,,,,,,,,,,,4,,2,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,,48,8,9,17,,,1,,,1,2,,,,,1,,,,,145
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,,,1,,1,,2,,2,,,,,,,3,1,,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,6,2,,6,,,5,,2,,,,,,,,,,,,38
77401,,,,6,1,1,2,,,1,6,,2,3,,1,,2,8,,,,6,,10,8,,,,1,,,,,,,2,2,,,,,2,,1,,,,,,,1,6,,2,,1,,,,,,,,,,,1,,1,,,,,,1,,,6,1,,5,,18,,,,,1,111,116,42,62,,,4,,1,,,1,1,,,2,,9,,,458
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,1,,,5,,1,2,,,4,3,1,1,3,,2,,,2,,1,,5,,15,7,,,,1,,3,,,,1,5,16,,,,,2,,,,,,,,,,6,,1,2,1,,1,1,,4,,,,1,,1,,,,,,,,,1,,21,3,,3,2,6,1,1,,,,121,35,30,74,,2,2,,6,,2,,,1,,,3,1,,,414
77407,,,,2,2,4,3,,,1,1,,2,5,,6,,2,5,,,,5,,12,8,,,,,,1,,,,,4,7,,,,,4,,6,1,,,,,,,6,1,5,2,,,1,,,3,,,,1,,1,,,1,,,,,,,,27,,,1,1,9,,2,,,,218,64,34,147,,1,5,,3,1,4,2,1,,,2,1,4,,,629
77414,,,,,,1,,,,1,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,5,2,,,,,,,,,,,,,,,,,,,17
77417,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,5,2,,4,,,1,,1,,,,,,,,,,,,17
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,1,,,1,,1,,,,,,,,,,,,13
77423,,,,,,,,,,,2,,,,,,,,,,,,1,,1,3,,,,,,,,,,,1,2,,,,,3,,,,,,,,,,2,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,16,3,3,9,,,,,,,1,,1,,,,,,,,55
77426,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,,,,,,8
77429,,1,,5,,,,,,3,5,1,2,2,,2,,,3,1,1,,7,,5,5,,,,,,2,,,,,19,8,,,,,4,1,,,,,,2,,3,15,1,3,,,,2,,,1,,,,,,,1,,,,,1,,,,,13,1,,2,4,6,,,,,,156,52,20,74,,1,4,,2,1,3,,2,,,1,,5,,,453
77430,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,5
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,7,1,3,1,,,5,11,1,8,3,,8,,2,10,,,1,10,,19,13,,,,,1,1,1,,,,6,15,,1,,,5,,4,,,1,,,,,19,,6,2,,,,,,3,1,1,,,3,2,,,1,,,,2,,2,,19,4,,,4,6,1,,,,,255,77,47,164,,3,3,,5,,9,,1,,,3,1,17,,,799
77434,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,6
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,,,,,,,,,,,,10
77441,,,,2,,,,,,1,,1,,5,,2,,,3,,,,2,1,4,6,,,,,,,,,1,,3,8,,,,,3,,2,,1,,,,,,5,,1,1,,,,1,,4,,1,,,1,1,,,,,,,,,,,4,,,,2,1,,1,,,,74,24,11,46,,1,2,,,,2,,1,,,1,5,4,,,239
77442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,,,1,,,,,1,,,,,,2,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,6,2,,2,,,,,,,,,,,,,,,,,23
77447,,,,1,,,,,,,,,,1,,,,,,,,,2,,3,2,,,,,,1,,,,,,,,,,,,,,,,,,1,,,3,,1,,1,,,2,,,1,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,21,3,2,9,,,1,,,,2,,,,,,,,,,61
77449,,1,,1,,1,,,,3,7,1,2,,,2,,1,,,,1,9,,14,3,,,,1,1,3,1,,,2,8,3,,,,,5,,2,,,2,,,,,9,,6,1,2,,1,1,,,,,,,,1,,,1,,,,,,3,,9,,,,1,,,2,,,,93,13,5,33,,2,6,,,,4,,,,,,2,,,,269
77450,,,,1,1,1,3,,1,1,2,1,3,3,,4,,,5,,,,8,1,17,7,,,,,,3,2,1,,1,6,2,,,,,5,,,1,,,,,,1,5,,,5,,,,1,,2,,1,,,1,1,,,,,,1,,,,,11,1,,3,3,4,1,,,,,124,42,19,58,,1,2,,2,,4,1,,,,1,1,1,,,377
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,9,1,1,2,,,8,9,2,4,3,,7,,,10,,1,2,9,,18,17,,,,1,2,4,,1,,,8,16,,,2,,8,,2,,,3,,,,,14,1,1,4,,,1,,1,2,,,,3,1,3,2,,,,,1,,,1,,22,1,,4,2,15,1,,,,,226,77,45,125,,2,7,,6,,5,1,,1,,1,4,9,,,741
77461,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,,,,,1,,,,,,,,,,1,,,,15
77465,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
77469,,,,5,,,1,,,,2,1,,1,,2,,1,4,,1,1,6,,3,7,,,1,1,,4,,,,,3,3,,,,1,1,,3,,,,,1,,,4,,1,1,,,1,,,,,,,1,1,1,,,,,,,,,2,,20,,,2,1,3,,1,,,,116,40,19,50,,4,2,,1,,1,,,,,,2,9,,,336
77471,,,,,,,,,,,2,,,,,,,,,,,,1,,4,,,,,,,1,,,,,1,2,,,,,1,,1,1,,,,1,,,,,,2,,,,1,,,,,1,,,1,,,,,,,,,,,3,,,,,,,,,,,18,7,1,9,,,,,,,,,1,,,,,,,,59
77474,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,1,1,,,,,,,,,,,,,,1,,,18
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
77477,,,,,,,1,,,1,2,1,,2,,,,,,1,,,1,1,4,1,,,,,,,,,,,2,2,,,,,3,,1,,,,,,,,2,,,1,,,,,,,,,,,,1,,1,,,,,,,3,,11,,,,,1,,1,,,,42,15,3,26,,,2,,1,,1,,,,,,1,1,,,136
77478,,1,,2,1,,,,,1,2,,3,1,,3,,,3,,1,,3,1,8,5,,2,,,1,1,,,,,2,3,,,1,,3,,,,,,,,,1,1,,2,1,,,,,,,,,,,,1,,,,,,1,,,,,13,,,4,1,3,,,,,,75,38,24,40,,,8,,,,,,,,,,,,,,261
77479,1,1,,17,1,7,5,,1,7,5,1,4,8,,12,,2,15,,,1,8,2,28,24,,,1,,,5,1,,,1,7,11,,,,,14,,5,,,,,,,2,15,,5,3,,,1,,,3,2,,,2,,7,2,,1,,,2,2,,2,,37,2,,9,6,24,2,1,,,,519,204,135,304,,4,11,,5,1,12,,1,,,4,3,14,,,1542
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
77481,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
77484,,,,,,,,,,,,,1,,,,,,1,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,4,,,3,,,,,,,,,,,,,,16
77485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,,,,,,,,,,,,,,,,,9
77487,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77488,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,1,,,1,,,,,,,,,,,,,,15
77489,1,,,,,,1,,,1,2,,,2,,1,,,,,,,,,3,,,,,1,1,,,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,13,4,1,2,,,1,,2,,1,,,,,,,,,,49
77493,1,,,9,,2,,,,1,5,,3,4,,1,,,5,,1,2,9,,7,5,,,,,,2,,,,,5,8,,,,,3,,2,,1,,,1,,1,5,,1,1,1,,,,,2,,,,,1,,,,,,,,,,1,,12,2,,,2,2,,,,,,91,19,13,62,,2,8,,4,1,3,1,1,1,,,2,5,,,321
77494,1,1,1,14,1,2,4,,,8,16,1,4,6,,4,,3,19,,1,3,15,1,21,28,,,,2,1,5,1,,,,5,16,,,,,11,,3,,,,,1,,3,25,,1,3,3,,1,,,9,,1,,1,,3,,,2,,,,3,,2,,26,5,,15,4,9,1,1,,,,386,108,70,248,,3,10,,5,,12,,3,,,2,4,15,,,1183
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,2,1,,1,,,1,4,1,2,,,3,,1,4,2,,,5,1,6,5,,,,,,2,,,,,1,3,,,,,4,,1,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,20,,,3,,4,,,,,1,106,42,13,65,,3,5,1,5,,2,,,,,,,1,,,326
77502,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,5,1,,,,1,2,,,,,,,,,,,,,,17
77503,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,14
77504,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,5,3,,2,,,3,,,,,,,,,,,1,,,30
77505,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,8,5,1,6,,9,1,,,,,,,,,,,,,,45
77506,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,11
77507,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4
77510,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,2,,,1,,1,,,,,,,,,,,,16
77511,,,,,,,,,,2,1,,1,,,,,,,,,1,3,1,6,3,,,,1,,2,,,,,,1,,,,,1,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,15,6,1,4,,,4,,,,,,,,,,1,,,,61
77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,3
77515,,,,,,,,,,1,,1,,,,,,,,,,,,,4,1,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,4,2,1,,,,,,,,,,,,,,1,,,31
77517,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,1,,,1,,,,,,,,,,,,,,,14
77518,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,,12
77519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77520,,,,,,,,,,,,,1,,,,,,1,,,,,,3,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,,1,,,,2,,1,,,,,,,,,,,,24
77521,,,,1,,,,,,3,,,,1,,,,,1,,,,3,,7,2,,,,,,,,,,,2,,,,,,1,,2,,,,,,,,3,,1,1,,,,,,,,,,,,,,,,,,,,,1,,3,,,,1,1,,,,,,25,6,5,8,,,1,,,,,,,,,,,,,,79
77522,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77523,,,,,,,,,,,,,,1,,1,,,,,,,3,,2,2,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,1,,1,,,1,,,,,,1,,3,,,,,,,,,,,31,7,2,9,,,,,,,,,,,,2,,,,,77
77528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77530,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,8,4,,2,,,,,,,,,,,,,,,,,20
