Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
77085,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,1,,,,2,,,,,2,,,,,,,,,19
77086,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,,,,,,,,,,,,,,,1,,17
77087,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,5,,,5,,,,,,,1,,,,,,,,,20
77088,,,,,,,,,,,,,1,1,1,,,,1,,,,1,9,,,,,,,1,,,,,,,,,1,,,,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,1,,,,,4,1,,,,,,,,,,8,3,,6,,1,2,,,,,,,,,,,1,,50
77089,,,,1,,,,,,1,,,3,2,1,,,4,,,,1,,8,1,,,,,,,,,,5,3,,,,,4,,,,,,,,,,2,,1,1,,,,,,2,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,48,8,5,33,,1,2,,,1,,1,,,,,,,,146
77090,,,,1,,,,,,1,3,,,,,,,,,,,,,7,1,,,,,,1,,,1,5,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,,,,6,,,,,,11,32,11,2,,2,2,,,,,,,,,,,1,,94
77091,,,,,,,,,,,1,,2,1,1,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,16,6,1,7,,,2,,,,,,,,,,,,,46
77092,,,,1,,,,,,,,1,,,,,,1,,,,4,,3,,,,,1,,1,,,1,1,1,,,,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,1,,,,,,21,9,3,6,,,1,,2,1,2,,,,,,1,,,70
77093,,,,,,1,,,,1,,,,1,,,,,,,,,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,2,1,1,,,,,,,,,,,,,,,,19
77094,,1,,1,,,1,,,,2,,,1,,,,,,,,1,,4,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,3,2,,,,,,31,21,6,18,,,5,,1,,2,,,,,,2,1,,111
77095,,,,2,,,,,,3,8,,,4,1,,1,2,,1,,4,,13,8,,,,1,2,1,1,,,12,3,,,,,2,,,,,,,,,,2,,,1,1,,,,,2,,,,,,,,,,,,,,1,1,,9,,,1,2,5,1,1,,,,63,22,8,31,,,2,,3,,3,,,,,,1,,,229
77096,2,,,5,,4,1,,,,2,,,2,,,,2,,,,5,,12,8,,,,1,,3,,,,7,3,,,,,1,,,,,,,,,1,2,,,1,2,,,1,,2,2,,,,,,,,,,,,,1,,,10,,,2,1,2,,,,,,63,25,11,31,,1,4,,3,,2,,1,,,2,,6,,234
77098,3,,,14,2,1,5,,,4,3,,4,5,3,1,1,3,,,1,6,,9,2,,,,3,,1,,,,4,3,,,,,,,,,,,,,,2,5,,,2,,,,,,,,,,,,,,,,,,1,1,1,,,8,1,,1,1,9,,1,,,,58,40,9,27,,1,2,,1,,5,,1,,,,4,2,,261
77099,,,,,1,,,,,1,,,,,,,,1,,,,2,,2,2,,,,1,,1,1,,,2,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,13,2,,5,,1,,,,,1,,,,,,,,,49
77204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2
77206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77251,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
77267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77277,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77301,,,,,,,,,,,1,,,,,,,1,,,,1,,3,2,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,9,4,,7,,,3,,,,,,,,,,,,,39
77302,,,,1,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,15,4,1,3,,,1,,,,,,,,,,,,,36
77303,,,,,,,,,,,,,,,,,1,,,,,2,,6,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,2,2,2,,1,,,,,,,,,,,,,,35
77304,,,,1,,1,1,,,,1,,1,,,,1,1,,,1,2,,8,2,,,,,,1,,,1,4,,,,1,,,,,,,1,,1,,1,5,,1,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,1,1,,,,,,,35,13,5,16,,,1,,,,1,,,1,,1,,,,115
77306,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,9
77316,1,,,3,,2,,,,2,1,,,2,1,,,5,,,,2,,6,5,,,,1,,,,,,3,1,,,1,,,,,,1,,,,,1,6,,3,1,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,1,,3,,,,,,33,12,4,24,,1,3,,,1,1,,,,,2,2,3,,142
77318,,,,,,,,,,1,,,,,,,,,,,,2,,2,2,,,,,,1,,,,,1,,,,,2,,,,,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,14,11,3,8,,1,,,,,1,,,,,,1,1,,59
77320,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,1,,,10
77327,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,1,,,,,,2,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,5,1,,1,,1,1,,,1,,,,,,,,,,22
77328,,,,1,,,,,,,,,,,,,,1,,,,1,,2,,,,,,,,1,,,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,18
77331,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,1,,,,,,,,,,,14
77334,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77336,,,,,,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,,3,1,,1,,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,,,,,,,,,,,,,1,,,25
77337,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77338,,,,,,,,,,,,,,6,1,,,,,,,3,,6,1,,,,,1,2,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,4,,,,1,,,,,,,16,6,,5,,,,,,,,,,,,,,,,56
77339,,,,1,,,,,,,3,,1,5,,,,3,,,,2,,10,2,,,,,,2,,,,4,2,,,,,,,,,1,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,7,,,2,1,,,,,,,42,13,7,12,,1,2,,2,,1,,,,,,,1,,133
77340,1,,,,,,,,,1,,,,1,,,,1,,,,1,,3,1,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,1,2,3,,,1,,,,3,,,,,,,,,34
77345,,1,,2,1,,,,,1,1,,,2,,,,2,,1,,3,1,2,5,,,,,,1,,,,2,4,,,,,1,,,,,,,,,3,4,,,1,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,35,20,6,22,,4,,,2,,3,,,1,,1,,1,,136
77346,2,,,2,2,2,2,,,,1,,2,5,4,,,4,,2,,2,1,6,5,,,,,1,1,1,,,2,7,,,,,1,,1,,1,1,,,,1,7,2,1,,1,,,,1,2,,,,1,,,1,,,,,,,,,,4,,,4,,1,,,,,,82,24,13,34,,1,2,,1,,2,,,,,,,1,,244
77351,,,,,,,,,,,,,,,1,,,,,,,2,,1,1,,,,,,1,,,,4,2,,,,,1,,1,,,,,,,1,1,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,1,,,,,,1,,,,,,,34
77354,,,,3,,1,1,,,,3,1,2,4,,,,,,,,6,1,5,5,,,,,,4,,,,5,3,,,1,,,,1,,,,,,,1,2,,3,,2,,1,,,1,,,1,,,,,,,,,,,,,,1,,,2,,,,,,,,52,19,13,24,,,2,,1,,5,,1,,,,1,,,178
77355,,,,3,,,,,,,1,,,,,,,1,,,,7,,6,2,,,,,,,,,,6,1,,,1,,,,,,,,,,,1,4,,1,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,1,1,1,,,,,18,10,3,11,,,4,,1,,1,,,,,,,1,,93
77356,,,,3,,,1,,,,4,,,3,,,,2,,,,3,,3,1,,,,2,1,1,,,,6,3,,,2,,,,,,,,,,,,6,,,,1,1,,,,1,1,,,,1,1,2,,,,,1,,,,,2,,,1,,2,,1,,,,42,22,18,22,,1,2,,3,,,,1,,,,,1,,168
77357,,,,,,1,,,,1,,,,,,,,,,1,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,13,3,1,5,1,,2,,1,,,1,,,,1,,,,45
77358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,1,,,6
77360,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6
77362,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,6,4,3,4,,,,,,,,,,,,,,,,27
77363,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
77364,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77365,,,,,1,,1,,,,2,,,1,,,1,,,,,2,1,5,1,,,,,,1,,,,3,1,,,,,,,1,,,1,,1,,1,7,,,1,,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,30,8,5,14,,,1,,2,,,1,,,,,,2,,102
77371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,5
77372,,,,,,,,,,,,,,,1,,,,,,,3,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,1,,,,,,,,,16
77373,1,,,,,1,,,,,1,,2,,2,,1,2,,1,,3,,7,2,,,,3,,2,,,,4,2,,,,,,,1,,,,,,,,4,,,,1,,,,,,,,,,,,,1,1,,,,,,,,6,,,1,,,,,,,,29,12,6,15,,1,6,,,1,3,,,,,,1,1,,124
77375,,,,4,,,1,,,,4,,2,3,2,,2,3,,,,9,,9,4,,,,1,,1,2,,,3,2,,,,,1,,,,,,,,,,11,,2,2,1,1,,,,1,,,,,,,1,,,,,1,1,,1,,15,,,1,,3,,,,,,78,23,25,59,,1,2,,1,,3,,,,,,1,3,,290
77377,,,,3,,,,,,1,3,,1,3,,,1,1,,2,,,,14,2,,,,,,,,,,4,1,,,,1,2,,,,,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,8,,,,1,1,,,,,,57,19,11,37,,,5,,2,,1,,,,,1,,2,,190
77378,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11,2,1,1,,,1,,,,,,,,,,,,,26
77379,1,,,3,,2,,,,4,4,2,2,8,4,,1,4,,2,,6,1,20,14,,,,,,,,,,8,8,,,,,3,,,,1,,,,,3,12,,1,4,2,,1,,,2,,,,,,3,,,2,,,1,,,,,9,,,3,5,3,,1,,,,141,64,26,64,,,11,,5,1,2,,,,,,2,4,,470
77380,1,,,1,,,,,,2,3,,2,5,2,,1,3,,,,5,,9,5,,,,1,,,,,,3,2,,,1,,,,,,,,,,,1,3,,,,,,1,,,1,,,,,,2,1,,,,,,,,1,,2,,,7,,4,,,,,,69,42,16,36,,,8,,2,,1,,,,,,1,4,,248
77381,1,,,1,2,,,,,1,2,,6,,2,,2,4,,,,1,1,16,7,,,,2,,1,,,,4,3,,,1,,6,,1,,,,,,,3,4,,,,2,,,,1,,,,,,,1,1,,1,,,3,,,2,,11,,,4,2,1,,3,,,,106,48,24,64,,1,4,1,2,,3,,,,,1,4,5,,366
77382,,,,3,,1,,,,3,7,,2,5,4,,3,3,,,,7,,4,8,,,,,,3,,,,4,5,,,2,,1,,,,1,,,2,,,5,,1,,2,,,,2,,,1,,,,1,,,,,,,,,,,13,1,,5,2,8,,,,,,148,50,22,79,,2,10,,1,,5,,,,,,3,3,,432
77383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77384,,,,2,,,1,,,,1,,,1,,,,1,,,1,1,,2,4,,,,,1,1,,,,2,3,,,,,3,,,,,,,1,,,4,,,1,,1,,,,1,,,,,,,,,,,,1,,,,,5,1,,3,,,,,,,,59,15,7,27,1,2,2,,1,,1,,,,,,,,,157
77385,,,,,,,,,,,1,,,3,,,3,1,,,,1,1,4,6,,,,,,,,,,5,3,,,,,1,,,,,1,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,2,,,,10,1,,,,,,,,,,50,12,4,20,,,1,,2,1,,,,,,,,,,137
77386,,,,2,,2,1,,,7,5,2,1,3,1,,1,3,,2,,6,1,21,113,,,,2,1,3,1,,,7,12,,,,,4,1,2,,,,,2,,,14,,1,9,1,1,,1,,2,,,,,,,1,,,,,,1,,14,,18,2,1,3,1,4,1,1,,,1,123,58,18,65,,,6,,5,,1,1,1,1,,,1,3,,566
77387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77388,,,,3,,,,,,5,,,1,3,2,,,3,,1,,4,1,9,4,1,,,,,3,,,1,4,2,,,,,1,,,,,,,,,,3,,,,,1,,1,,1,1,,,,,,,,,,,,,,3,,7,,,1,1,,,1,,,,52,15,9,25,,,4,,,,1,,,,,1,2,,,177
77389,,,,5,,3,,,,2,3,1,1,1,2,,1,2,,1,,4,,6,10,,,,3,,,,,,5,4,,,,,2,,1,,1,,,,,,5,,,1,2,,,,,1,1,,,,,,1,,1,,,1,,,1,,6,,,8,5,10,,,,,,115,30,22,45,,,5,,1,,4,,,1,,1,4,3,,332
77396,1,,,1,,,,,,1,4,,,4,1,,,3,,1,,5,,5,2,,,,,,,,,,9,2,,,,,,,,,,,,,,,4,,,,,,1,,,3,,,,,1,,,,,,,,,,,,4,,,1,1,,,,,,,50,7,8,16,,,1,,,1,2,,,,,1,,,,140
77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2
77399,,,,,,,,,,,,,1,,,,,1,,1,,3,,2,,,,,,,3,1,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,6,2,,5,,,5,,2,,,,,,,,,,,38
77401,,,,5,1,1,1,,,1,6,,2,3,1,,2,8,,,,6,,10,7,,,,1,,,,,,2,1,,,,,2,,1,,,,,,,1,5,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,5,1,,7,,12,,,,,1,109,114,41,55,,,4,,1,,,1,1,,,2,,9,,434
77402,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77406,2,,,5,,1,2,,,3,2,1,1,3,2,,1,3,,1,,6,,15,8,,,,1,,3,,,1,6,10,,,,1,2,,,,,,,,,,4,,,2,1,,1,1,,4,,,,1,,1,,,,,,,,,1,,19,3,,3,2,4,,1,,,,113,36,33,67,,2,2,,6,,2,,,1,,,1,1,,392
77407,,,,3,1,4,3,,,1,1,,2,4,5,,2,2,,,,6,,12,8,,,,,,1,,,,4,5,,,,,3,,4,1,,,,,,,6,1,2,3,,,1,,,3,,,,1,,1,,,1,,,,,,,,24,,,1,1,7,,2,,,,200,65,32,129,,1,4,,3,1,5,,1,,,2,1,3,,573
77414,,,,,,1,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,5,2,,,,,,,,,,,,,,,,,,16
77417,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
77418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,2,,4,,,1,,1,,,,,,,,,,,16
77420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
77422,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,12
77423,,,,,,,,,,,2,,,,,,,,,,,1,,2,2,,,,,,,,,,1,2,,,,,3,,,,,,,,,,2,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,14,2,3,8,,,,,,,1,,,,,,,,,49
77426,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,,,,,8
77429,,1,,5,,,,,,2,5,,2,2,2,,,3,1,1,,6,,5,4,,,,,,2,,,,20,6,,,,,4,,,,,,,2,,3,12,1,2,,,,1,,,1,,,,,,,1,,,,,,,,,,13,1,,2,5,6,,,,,,151,52,16,70,,1,4,,2,1,3,,2,,,1,,4,,428
77430,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,4
77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77433,,,,6,1,3,1,,,4,10,1,5,3,6,,3,8,,,1,11,,19,12,,,1,,1,1,,,,6,13,,1,,,5,,1,,,,,,,,14,,2,2,,,,,,3,,,,,3,2,,,1,,,,2,,2,,17,2,,,3,4,,,,,,238,74,47,134,,3,3,,4,,9,,1,,,3,1,14,,711
77434,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77435,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
77436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77437,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,2,,,,,,,,,,,,,9
77441,,,,2,,,,,,2,,1,,5,2,,,2,1,,,2,1,5,5,,,,,,,,,,3,7,,,,,3,,1,,1,,,,,,5,,,1,,,,1,,2,,1,,,1,,,,,,,,,,,,4,,,,2,1,,1,,,,69,20,11,40,,1,1,,,,2,,1,,,,2,3,,212
77442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77443,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77445,,,,,,,,,,,1,1,,1,,,,1,,,,,,2,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,2,,1,,,,,,,,,,,,,,,,20
77447,,,,1,,,,,,,,,,1,,,,,,,,1,,3,2,,,,,,1,,,,,,,,,,,,,,,,,1,,,3,,,,1,,,1,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,18,3,2,9,,,1,,,,1,,,,,,,,,53
77449,,1,,1,,,,,,3,4,1,1,,2,,1,,,,,8,,14,2,,,,1,1,3,1,,2,8,3,,,,,5,,,,,2,,,,,8,,2,1,2,,1,1,,,,,,,,1,,,1,,,,,,3,,9,,,,,,,2,,,,89,12,4,26,,2,5,,,,4,,,,,,1,,,238
