Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78664,2,,,1,,,1,,,2,4,,4,9,,,,3,,1,,10,1,29,3,,,,3,,8,,,1,7,6,,,,,8,,1,,1,,,,,,1,,2,2,3,,,,,2,,,,,,1,1,,,,,2,1,,1,,29,1,,,3,2,,,,,,95,30,9,41,,2,8,,2,1,3,,,,,3,,1,,351
78665,3,,,5,,1,,,,6,4,1,5,11,2,,1,7,,1,,21,,27,22,,,,4,,6,,,,8,10,,,,,9,,5,,,1,,2,,,4,,,3,4,,1,,,2,1,,,,2,,,1,,,,1,1,,2,,40,5,,,,2,,2,,,,214,58,23,113,,3,9,,1,,10,1,1,,1,,1,5,,673
78666,2,,,,,,,,,1,1,,1,2,1,,,4,,,,8,1,20,6,,,1,2,,2,,,,4,6,,,1,,4,,,,1,1,,,,,2,,,4,4,,1,1,,,,,,,,,,,,,,1,2,,1,,14,,,,1,1,,,,,1,59,12,7,21,,1,9,,3,1,2,,,,,2,1,3,,223
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,2,1,1,,,,3,1,1,2,2,1,,1,3,,,,5,,11,1,,,,,1,,,,,6,5,,,,,1,,,,,,,,,,3,,,,,,,,,3,,1,,,1,,,1,,,,2,,,,,6,,,1,,1,,,,,,43,28,14,32,2,,4,,,,,,,,,,,1,,191
78671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
78676,2,,,1,,1,2,,,1,,,1,,,,,1,,,1,5,,6,5,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,2,,,,,4,,,,,2,,,,,,12,15,9,12,,1,3,,3,,1,,,,,,,,,94
78681,2,,,6,,2,2,,,8,6,,3,10,,,,11,1,1,,13,,46,21,,,,7,,8,,,,12,4,,,,,7,,3,1,,,,,,3,3,,1,3,1,,,1,,,,,,1,,,,,1,,,3,1,2,2,,45,4,,1,,4,,,,,,220,54,21,105,,5,11,,2,3,4,1,,,,1,2,6,,685
78683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
78701,1,,,4,1,1,,,,2,,,1,1,,,,5,,,,6,,2,,,,,1,,3,2,,1,,5,,,,,3,,,,,,,,,,2,,1,3,1,,,,,,,,,,,1,2,,,,,,,2,,,5,3,,7,1,10,,,,,,143,89,23,68,,,2,,1,,,,,,,,6,3,,412
78702,3,,,4,,1,3,,,3,2,,5,12,1,,3,7,,,2,102,,13,4,,,,2,,6,32,,2,30,4,,,7,,3,,1,,,,,,,,4,,,7,28,,2,2,,,,,,,,,1,,,,,2,1,,44,6,21,4,,1,,3,,1,,,1,167,20,9,60,,1,12,,4,1,5,,,,,3,4,7,,673
78703,5,1,,8,2,1,3,,,7,4,,7,13,2,,2,19,,1,,12,,18,3,,,,1,1,1,,,,2,2,,,,,3,,,,1,,,,,,6,,,1,1,,,,,1,,,,,,3,,,,,,4,3,1,1,,32,3,,7,3,13,,,,,,168,126,68,96,,3,14,,3,1,2,,,1,,2,5,16,,703
78704,8,,,10,1,7,13,,,8,10,,16,15,,,9,19,,1,1,30,1,47,16,,,,27,,10,1,,3,12,5,,,,,8,,3,1,,,,,,1,7,,,3,7,1,1,,1,1,,,,,,,1,1,,,,4,,,3,,46,2,,8,1,9,,,,,2,323,107,44,134,,7,23,1,9,5,10,,,1,,10,12,14,,1081
78705,1,,,3,,,,,,1,,,4,1,,,,4,,,,3,,10,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,2,,1,,14,,,,,,,1,,,,36,7,5,12,,,4,,,,1,,,,,,3,2,,121
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
78713,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78716,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78717,5,,,6,,,1,,,4,5,,4,7,,,2,8,,1,1,17,,30,18,,,,,,4,,,,6,12,,,,,16,,2,1,1,,,2,,,2,,1,1,4,,1,,,1,,,,1,1,,,,1,,,2,4,1,1,,28,4,,,1,,,1,,,1,281,59,29,131,,2,8,,5,5,10,,1,,,1,2,6,,749
78719,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,6
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78721,2,,,,,,,,,,1,,2,4,1,,,,,,,2,,4,,,,,2,,1,,,4,3,4,,,3,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,1,,,1,,8,1,,,,,1,,,,1,31,3,3,20,,1,2,,2,2,1,1,,,,1,,,,117
78722,1,,,1,,2,,,,,1,,3,4,,,1,2,,,1,3,,8,3,,,,4,,2,,,,1,1,,,,,1,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,1,,,,5,2,,1,2,1,,,,,1,28,4,,12,,,5,,1,1,1,,,,,,2,7,,119
78723,5,,,2,1,1,3,,,2,2,,6,10,1,,4,5,,,,16,1,53,11,,,,3,,4,1,,4,3,7,,,1,,6,,1,1,2,,,,,,5,,1,3,6,,,3,,,,,,1,,1,,,,,,2,2,2,,,49,1,,,,1,,,,,,127,24,14,70,,,8,,13,4,10,,,,,3,4,6,,516
78724,,,,1,,1,,,,1,3,,2,2,,,,,,,1,4,1,7,3,,,,,,3,,,,4,2,,,,,,,2,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,8,2,,,,,,,,,,50,5,6,25,,,3,,1,1,3,,,,,1,1,,,149
78725,,,,,,,,,,1,,,,,1,,,,,,,3,1,5,1,,,,,,2,,,,,2,,,,,1,,1,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,,18,4,2,15,,1,3,,1,,2,,,,,1,,,,77
78726,1,,,1,,1,,,,2,3,,1,3,1,,2,2,,,,4,1,9,7,,,,,1,3,1,,,4,3,,,,,2,,,1,1,,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,9,4,,2,1,1,,,,,,76,30,10,39,,2,2,,2,,2,,,,,1,,5,,244
78727,1,,,1,,,2,,,3,2,,5,4,,,1,,1,,1,9,2,28,8,,,,1,,6,,,2,5,8,,,1,,5,,,,,,,,,1,3,,1,2,2,,,,,,,,,1,,,,,,,,1,,1,,,34,2,,,,2,,1,,,,128,27,8,55,,5,11,,4,,1,,,,,,1,4,,391
78728,1,,,3,,,,,,1,1,,1,4,1,,,1,1,,1,6,1,14,3,,,,1,,5,,,,4,2,,,,,3,,,,,,,,,,,,,2,4,,1,4,,,,,,,,,,,,,,,,,,,21,,,1,,2,,,,,,68,11,5,38,,,6,,3,1,2,,,,,2,1,2,,228
78729,1,,,,,,,,,5,,,4,3,1,,1,4,1,1,,9,,30,3,,,,2,,1,,,,2,4,,,,,5,,,,1,,,,,1,1,,,1,4,,,2,,,,,,,1,,,,,,,1,2,,2,,27,,,1,,,,1,,,,87,24,5,41,,1,10,,1,2,3,,,,,2,1,1,,300
78730,1,,,4,,,3,,,2,2,,2,2,2,,2,3,,,,2,,13,4,,,,,,,,,,1,3,,,,,,,1,,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,,,1,,9,3,,3,,6,,,,,,67,61,26,47,,,,,2,2,3,,1,,,1,2,1,,286
78731,3,,,8,1,2,1,,,7,7,,16,13,5,,3,12,,,1,22,2,22,13,,,,2,,8,,,2,4,8,,,1,,8,,1,,1,,,1,,2,6,,,5,,,1,1,,1,1,,,2,,,,,,,,2,4,1,,,37,9,,2,2,8,,1,,,,179,95,31,101,1,,16,,6,,7,,,,,3,12,19,,729
78732,2,,,2,,1,1,,1,3,5,1,,7,4,,1,12,,,,7,,20,11,,,,3,1,3,1,,1,6,8,,,,,2,,1,,,,,,,,5,,2,,1,,,,,2,,,,2,,,,1,,,,2,2,,,,16,2,,3,2,7,,,,,,153,83,35,97,1,3,4,,3,2,4,,,,,,2,10,,548
78733,,,,4,,,,,,3,3,1,3,4,2,,2,8,,,,3,,14,8,,,,,,2,,,2,3,4,,,,,4,,1,,,,,,,1,3,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,17,1,,,,2,,1,,,,96,83,22,49,1,,4,,2,1,1,,,,,1,1,5,,366
78734,2,1,,5,,3,2,,,1,6,1,,3,3,,1,7,,2,,4,,20,5,,,,1,,8,1,,1,5,5,,,,,1,1,,,,,,,,1,8,,,,,,,,1,2,,,,,,2,2,1,1,,,4,1,,1,,14,4,,4,3,7,,1,,,,124,70,20,61,,1,3,1,2,,2,,,1,,,2,4,,437
78735,1,,,5,1,4,2,,,4,3,2,5,4,2,,1,6,,2,,12,,12,6,,,,2,1,5,,,,2,4,,,,,10,,1,,,,,,,1,2,,2,2,1,,1,,,,1,,,,,,,,,,,,1,,1,,11,1,,5,3,6,,1,,,,128,77,23,70,,,6,,2,1,3,,,,,3,4,5,,458
78736,,,,,,,,,,,,,2,4,,,,2,,,1,4,1,8,1,,,,1,,,,,1,1,1,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,12,1,,,,,,,,,,36,14,1,17,,1,5,,2,,,,,,,,1,1,,124
78737,1,,,3,,,2,,,4,5,,4,7,,,2,11,,,1,14,,13,10,,,,,,1,,,,6,5,,,,,5,,,,,,,,,1,6,,,1,2,,1,,,,,,,,,,,,,,,1,2,,,,17,2,,1,1,,,,,,,114,52,24,74,,,6,,1,,2,,,,1,3,3,8,,417
78738,5,,,15,1,3,6,,,5,7,1,4,10,3,,2,12,,1,,10,,18,15,,,,1,,3,2,,,4,13,,,,,4,,,,,,1,,,1,8,,1,1,3,1,,,2,7,,,,,,,,1,,,,1,1,,2,,17,7,,3,5,21,,,,,,286,164,81,184,,2,9,,3,,5,,,,,1,5,12,,980
78739,2,,,6,,1,2,,,2,9,,3,5,1,,4,7,,,1,16,,18,13,,,,2,,5,,,,3,8,,,,1,3,,,,,,,,,1,5,,,1,3,,1,,,,,,,1,,,,,,,,1,,,2,,25,5,,,,2,,,,,,199,51,24,82,,2,2,,2,3,3,,,,,3,2,7,,539
78740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78741,1,,,2,,2,1,,,4,3,,1,7,,,2,2,,1,,11,1,25,3,,,,3,,4,,,1,11,5,,,,,1,,,,,1,,,,,4,,1,1,3,,,1,,1,,,,,,,,,,,,1,,,,,13,4,,,,1,,1,,,1,135,23,10,56,,1,5,,1,,,1,,,,1,,,,357
78744,,,,3,,,,,,1,1,,5,5,,,,3,,,1,9,1,12,2,,,,3,,5,,1,1,9,3,,,2,,4,,,1,2,,,1,,,6,,,2,1,,,1,,,1,,,,,,,,,,,1,,,,,18,6,,,1,3,,1,,,,86,23,7,41,,3,6,,1,2,1,,,,,,1,,,287
78745,5,,,6,,2,5,,,6,3,,6,10,,,2,4,,,1,21,1,41,115,,,,5,,3,,,1,12,5,,,1,,5,,1,,2,,,,,,6,,1,10,2,1,1,3,,1,,,,,1,,,,,,,2,2,3,7,,52,40,,,,,,1,,,2,138,29,7,65,,5,12,4,7,3,3,,,,,3,4,2,,680
78746,4,,,25,6,3,2,,,5,13,,11,6,4,,4,22,,1,,14,1,27,12,,,2,3,1,5,,,,2,11,,,2,,3,,,2,,,,,,5,11,,,2,2,,,1,1,2,1,1,1,,,,,,,,,3,3,,2,,24,7,,14,4,24,,,,,1,251,254,115,151,3,1,10,,6,,4,,1,2,,4,6,27,,1135
78747,,,,1,,,,,,2,,,5,,,,4,,,,,4,,15,2,,,,,,2,1,,,8,4,,,,,1,,1,,,,,,,1,3,,1,2,,,,2,,,,,,,,,,,,,,,1,1,,,9,1,,1,,,,,,,,47,12,3,18,,,4,,2,2,,,,,,1,,,,161
78748,2,,,1,,,2,,,6,7,,3,6,1,,3,6,,,1,16,,35,5,,,1,3,,8,,,3,11,6,,,,,7,,1,,,1,,,,,9,,,3,3,,,1,,,,,,,,,,,,,,1,1,2,2,,38,4,,2,,,,,,,1,146,15,12,79,1,2,9,,4,1,1,,1,,,2,3,2,,480
78749,1,,,5,,1,1,,,3,2,,7,5,,,1,6,,,,20,1,27,11,,,,3,,3,,,1,7,4,,,,,7,,1,,,,,,,1,5,,1,,4,,,2,,,,,,,,,1,,,,,2,1,1,2,,36,2,,2,1,,,3,,,,140,27,13,60,,2,7,,7,2,3,,,,,2,3,3,,450
78750,,,,4,,1,1,,,4,4,,2,6,,,1,6,,1,1,16,,31,16,,,,2,,3,1,,1,5,8,,,,,6,,,,1,1,,2,,1,4,,,,4,1,1,1,,1,,,,,,,,,,,,2,2,,3,,31,3,,1,,,,1,,,,180,53,13,70,,5,8,,5,1,6,,,,,2,5,7,,535
78751,3,,,1,,,2,,,3,1,,5,5,,,1,3,,,,10,2,19,1,,,,3,,4,,,,2,,,,,,1,,,,1,,,,,,1,,,2,2,,,2,,,,,,,,,,,,,,1,1,,1,,24,3,,,1,,,,,,,75,13,1,23,,1,6,,4,2,3,,,,,,2,3,,238
78752,2,,,,,,,,,,,,4,1,,,,1,,,,3,,8,1,,,,2,,1,,,1,4,,,,,,1,,1,,1,,,,,,,,,4,4,,,,,,,,,,,,,,,,,2,,,,,15,1,,,,1,,,,,,46,3,,25,,,4,,1,,,1,,,,1,,1,,140
78753,3,,,2,,,,,,1,1,,2,,2,,,,,,1,11,,23,1,,,,1,,8,,,,5,1,,,,,4,,1,,,,,1,,,2,,,1,3,1,,,,,,,,,,,,,,,,,,1,1,,16,1,,,2,,,1,,,,62,10,4,21,,,11,,2,2,1,,,,,2,,,,212
78754,1,,,,,,1,,,3,2,,1,5,3,,,1,,,,10,,13,4,,,,1,1,4,,,,2,,,,,,3,,2,,,,,,,,3,,1,3,3,,,,,,,,,,,,,,,,,1,,,,,18,4,,,2,1,,,,,,91,12,6,22,,2,6,,2,1,3,,1,,,1,,,,240
78755,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78756,1,,,3,,1,,,,1,2,,3,9,,,,2,,,,4,,19,3,,,,2,,2,1,,,4,,,,,,5,,1,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,3,3,,2,,14,,,2,,2,,,,,,47,18,7,15,,1,7,,3,,3,,,,,2,2,4,,204
78757,1,,,4,2,,6,,,3,3,,5,7,,,2,1,,,,23,,21,11,,,,4,,6,,,1,4,3,,,,,6,,1,,,2,,,,,6,,,6,2,,,,,,,,,,,,,,,,,3,4,,,,51,6,,2,,1,,,,,,122,27,6,51,,2,10,,7,2,6,,,1,,4,6,9,,450
78758,1,1,,,,1,,,,3,1,,4,6,3,,3,4,,,,9,1,34,2,,,,4,,6,,,1,9,2,,,,,4,,2,,1,2,,,,,6,1,2,3,7,,,,,,,,,,,,,,,,,3,,2,,,28,2,,2,,3,,,,,1,198,24,6,57,,1,7,,3,3,3,,,,,,4,1,,471
78759,2,,,7,,2,1,,,5,4,1,7,10,1,,4,10,,,2,32,,37,15,,,,1,,9,3,,1,6,3,,,,,8,,2,,,,,,,,4,,,6,1,,1,,,,,,,,,,1,,,,,3,1,2,1,,48,3,,1,1,4,2,,,,1,195,79,30,92,,3,19,,10,,8,,,,,5,2,5,,701
78762,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78766,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78801,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,15
78832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78840,1,,,,,,,,,1,,,2,2,,,,1,,,,3,,4,1,,,,,,2,,,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,14,5,2,4,,,2,,,,1,,1,,,,,,,56
78846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78852,,,,,,,,,,2,,,,,,,,2,,,,,,6,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8,2,,5,,,4,,,,,,,,,,,,,36
78861,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,1,,,,,,,,,,,,,15
78872,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78873,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78877,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,4
78881,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
78885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78930,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,4
78934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,1,,13
78935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78940,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5
78941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,2
78942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,7
78944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
78945,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,11
78947,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2
78948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
